Kode,Kode2015,Kota,Kecamatan,CityCode,CGKReg,CGKRegEtd,CGKCargo,CGKYes
BTG20114,BTG20114,Kab. Kutai Timur,Sandaran ,BTG,104000,10-20,62500,0
BTG20115,BTG20115,Kab. Kutai Timur,Sangatta Selatan,BTG,55000,3-5,33000,0
BTG20116,BTG20116,Kab. Kutai Timur,Sangkulirang ,BTG,69000,5-7,41500,0
BTG20117,BTG20117,Kab. Kutai Timur,Telen,BTG,104000,10-20,62500,0
BTG20120,BTG20120,Kab. Kutai Timur,Sangkima,BTG,69000,5-7,41500,0
BTG20121,BTG20121,Kab. Kutai Timur,Swarga Bara,BTG,69000,5-7,41500,0
BTG20122,BTG20122,Kab. Kutai Timur,Singa Gembara,BTG,69000,5-7,41500,0
BTG20123,BTG20123,Kab. Kutai Timur,Sangatta Utara,BTG,69000,5-7,41500,0
BTH10000,BTH10000,Kota Batam,Batam,BTH,28000,1-2,17000,0
BTH10052,BTH10052,Kota Batam,Nongsa/ Kabil/ Lagoi,BTH,28000,1-2,17000,0
BTH10054,BTH10054,Kota Batam,Sekupang/ Tanjung Ucang,BTH,28000,1-2,17000,0
BTH10080,BTH10080,Kota Batam,Batu Ampar,BTH,28000,1-2,17000,0
BTH10081,BTH10081,Kota Batam,Belakang Padang,BTH,67000,3-6,40500,0
BTH10082,BTH10082,Kota Batam,Bulang Galang,BTH,28000,1-2,17000,0
BTH10083,BTH10083,Kota Batam,Galang ,BTH,28000,1-2,17000,0
BTH10084,BTH10084,Kota Batam,Lubuk Baja,BTH,28000,1-2,17000,0
BTH10085,BTH10085,Kota Batam,Sei Beduk,BTH,28000,1-2,17000,0
BTH10086,BTH10086,Kota Batam,Sagulung,BTH,28000,1-2,17000,0
BTH10087,BTH10087,Kota Batam,Batu Aji,BTH,28000,1-2,17000,0
BTH10088,BTH10088,Kota Batam,Bengkong,BTH,28000,1-2,17000,0
BTH10089,BTH10089,Kota Batam,Bulang,BTH,28000,1-2,17000,0
BTH10200,BTH10200,Kab. Lingga,Daik,BTH,67000,3-6,40500,0
BTH10201,BTH10201,Kab. Lingga,Lingga,BTH,67000,3-6,40500,0
BTH10202,BTH10202,Kab. Lingga,Lingga Utara ,BTH,101000,10-20,61000,0
BTH10203,BTH10203,Kab. Lingga,Senayang,BTH,101000,10-20,61000,0
BTH10204,BTH10204,Kab. Lingga,Singkep,BTH,67000,3-6,40500,0
BTH10205,BTH10205,Kab. Lingga,Singkep Barat,BTH,101000,10-20,61000,0
BTH10206,BTH10206,Kab. Lingga,Singkep Pesisir,BTH,101000,10-20,61000,0
BTH10207,BTH10207,Kab. Lingga,Singkep Selatan,BTH,101000,10-20,61000,0
BTH10208,BTH10208,Kab. Lingga,Selayar,BTH,101000,10-20,61000,0
BTH10209,BTH10209,Kab. Lingga,Lingga Timur,BTH,101000,10-20,61000,0
BTH10210,BTH10210,Kab. Lingga,Kepulauan Posek,BTH,101000,10-20,61000,0
BTH10300,BTH10300,Kab. Natuna,Ranai,BTH,53000,2-3,32000,0
BTH10301,BTH10301,Kab. Natuna,Bunguran Barat,BTH,101000,10-20,61000,0
BTH10302,BTH10302,Kab. Natuna,Bunguran Timur,BTH,101000,10-20,61000,0
BTH10303,BTH10303,Kab. Natuna,Bunguran Timur Laut,BTH,101000,10-20,61000,0
BTH10304,BTH10304,Kab. Natuna,Bunguran Tengah,BTH,101000,10-20,61000,0
BTH10305,BTH10305,Kab. Natuna,Bunguran Utara,BTH,101000,10-20,61000,0
BTH10306,BTH10306,Kab. Natuna,Jemaja,BTH,101000,10-20,61000,0
BTH10307,BTH10307,Kab. Natuna,Jemaja Timur ,BTH,101000,10-20,61000,0
BTH10308,BTH10308,Kab. Natuna,Midai,BTH,101000,10-20,61000,0
BTH10309,BTH10309,Kab. Natuna,Pal Matak,BTH,101000,10-20,61000,0
BTH10310,BTH10310,Kab. Natuna,Serasan,BTH,101000,10-20,61000,0
BTH10311,BTH10311,Kab. Natuna,Siantan,BTH,101000,10-20,61000,0
BTH10312,BTH10312,Kab. Natuna,Siantan Selatan ,BTH,101000,10-20,61000,0
BTH10313,BTH10313,Kab. Natuna,Siantan Timur,BTH,101000,10-20,61000,0
BTH10314,BTH10314,Kab. Natuna,Subi,BTH,101000,10-20,61000,0
BTH10315,BTH10315,Kab. Natuna,Pulau Laut,BTH,101000,10-20,61000,0
BTH10316,BTH10316,Kab. Natuna,Pulau Tiga,BTH,101000,10-20,61000,0
BTH10317,BTH10317,Kab. Natuna,Serasan Timur,BTH,101000,10-20,61000,0
BTH10318,BTH10318,Kab. Natuna,Bunguran Selatan,BTH,101000,10-20,61000,0
BTH10319,BTH10319,Kab. Natuna,Bunguran Batubi,BTH,101000,10-20,61000,0
BTH10320,BTH10320,Kab. Natuna,Pulau Tiga Barat,BTH,101000,10-20,61000,0
BTH10321,BTH10321,Kab. Natuna,Suak Midai,BTH,101000,10-20,61000,0
BTH10325,BTH10325,Kab. Kepulauan Anambas,Siantan Tengah,BTH,101000,10-20,61000,0
BTH10400,BTH10400,Kab. Karimun,Tanjung Balai Karimun,BTH,53000,2-3,32000,0
BTH10401,BTH10401,Kab. Karimun,Buru,BTH,101000,10-20,61000,0
BTH10402,BTH10402,Kab. Karimun,Karimun,BTH,67000,3-6,40500,0
BTH10403,BTH10403,Kab. Karimun,Kundur,BTH,67000,3-6,40500,0
BTH10404,BTH10404,Kab. Karimun,Kundur Barat,BTH,67000,3-6,40500,0
BTH10405,BTH10405,Kab. Karimun,Kundur Utara,BTH,67000,3-6,40500,0
BTH10406,BTH10406,Kab. Karimun,Meral,BTH,67000,3-6,40500,0
BTH10407,BTH10407,Kab. Karimun,Moro,BTH,101000,10-20,61000,0
BTH10408,BTH10408,Kab. Karimun,Tebing,BTH,67000,3-6,40500,0
BTH10409,BTH10409,Kab. Karimun,Tanjung Batu,BTH,53000,2-3,32000,0
BTH10410,BTH10410,Kab. Karimun,Ungar,BTH,53000,2-3,32000,0
BTH10411,BTH10411,Kab. Karimun,Meral Barat,BTH,53000,2-3,32000,0
BTH10412,BTH10412,Kab. Karimun,Durai,BTH,53000,2-3,32000,0
BTH10413,BTH10413,Kab. Karimun,Belat,BTH,53000,2-3,32000,0
BTJ10000,BTJ10000,Kota Banda Aceh,Banda Aceh,BTJ,37000,1-2,22500,0
BTJ10015,BTJ10015,Kota Banda Aceh,Meuraksa,BTJ,37000,1-2,22500,0
BTJ10016,BTJ10016,Kota Banda Aceh,Jaya Baru,BTJ,37000,1-2,22500,0
BTJ10017,BTJ10017,Kota Banda Aceh,Banda Raya,BTJ,37000,1-2,22500,0
BTJ10018,BTJ10018,Kota Banda Aceh,Baiturrahman,BTJ,37000,1-2,22500,0
BTJ10019,BTJ10019,Kota Banda Aceh,Lueng Bata,BTJ,37000,1-2,22500,0
BTJ10020,BTJ10020,Kota Banda Aceh,Kuta Alam,BTJ,37000,1-2,22500,0
BTJ10021,BTJ10021,Kota Banda Aceh,Kuta Raja,BTJ,37000,1-2,22500,0
BTJ10022,BTJ10022,Kota Banda Aceh,Syiah Kuala,BTJ,37000,1-2,22500,0
BTJ10023,BTJ10023,Kota Banda Aceh,Ulee Kareng,BTJ,37000,1-2,22500,0
BTJ10100,BTJ10100,Kota Langsa,Langsa,BTJ,51000,2-3,31000,0
BTJ10118,BTJ10118,Kota Langsa,Langsa Barat,BTJ,51000,2-3,31000,0
BTJ10119,BTJ10119,Kota Langsa,Langsa Kota,BTJ,51000,2-3,31000,0
BTJ10120,BTJ10120,Kota Langsa,Langsa Lama,BTJ,51000,2-3,31000,0
BTJ10121,BTJ10121,Kota Langsa,Langsa Teungoh,BTJ,51000,2-3,31000,0
BTJ10122,BTJ10122,Kota Langsa,Langsa Timur,BTJ,51000,2-3,31000,0
BTJ10123,BTJ10123,Kota Langsa,Langsa Baro,BTJ,51000,2-3,31000,0
BTJ10200,BTJ10200,Kota Lhokseumawe,Lhokseumawe,BTJ,51000,2-3,31000,0
BTJ10209,BTJ10209,Kota Lhokseumawe,Muara Dua,BTJ,51000,2-3,31000,0
BTJ10226,BTJ10226,Kota Lhokseumawe,Banda Sakti,BTJ,51000,2-3,31000,0
BTJ10227,BTJ10227,Kota Lhokseumawe,Blang Mangat,BTJ,51000,2-3,31000,0
BTJ10228,BTJ10228,Kota Lhokseumawe,Muara Satu,BTJ,51000,2-3,31000,0
BTJ10300,BTJ10300,Kab. Aceh Besar,Janto,BTJ,51000,2-3,31000,0
BTJ10301,BTJ10301,Kab. Aceh Besar,Darul Imarah,BTJ,64000,3-6,38500,0
BTJ10302,BTJ10302,Kab. Aceh Besar,Darussalam,BTJ,64000,3-6,38500,0
BTJ10303,BTJ10303,Kab. Aceh Besar,Indrapuri,BTJ,64000,3-6,38500,0
BTJ10304,BTJ10304,Kab. Aceh Besar,Ingin Jaya,BTJ,64000,3-6,38500,0
BTJ10305,BTJ10305,Kab. Aceh Besar,Kuta Baro,BTJ,64000,3-6,38500,0
BTJ10306,BTJ10306,Kab. Aceh Besar,Lho'Nga,BTJ,64000,3-6,38500,0
BTJ10307,BTJ10307,Kab. Aceh Besar,Lhoong,BTJ,64000,3-6,38500,0
BTJ10308,BTJ10308,Kab. Aceh Besar,Mesjid Raya,BTJ,64000,3-6,38500,0
BTJ10309,BTJ10309,Kab. Aceh Besar,Montasik,BTJ,64000,3-6,38500,0
BTJ10310,BTJ10310,Kab. Aceh Besar,Peukan Bada,BTJ,64000,3-6,38500,0
BTJ10311,BTJ10311,Kab. Aceh Besar,Suka Makmur,BTJ,64000,3-6,38500,0
BTJ10312,BTJ10312,Kab. Aceh Besar,Simpang tiga,BTJ,64000,3-6,38500,0
BTJ10313,BTJ10313,Kab. Aceh Besar,Baitussalam,BTJ,64000,3-6,38500,0
BTJ10314,BTJ10314,Kab. Aceh Besar,Darul Kamal,BTJ,64000,3-6,38500,0
BTJ10315,BTJ10315,Kab. Aceh Besar,Krueng Barona Jaya,BTJ,64000,3-6,38500,0
BTJ10316,BTJ10316,Kab. Aceh Besar,Kuta Cot Glie,BTJ,64000,3-6,38500,0
BTJ10317,BTJ10317,Kab. Aceh Besar,Kuta Malaka,BTJ,64000,3-6,38500,0
BTJ10318,BTJ10318,Kab. Aceh Besar,Lembah Seulawah,BTJ,64000,3-6,38500,0
BTJ10319,BTJ10319,Kab. Aceh Besar,Leupung,BTJ,64000,3-6,38500,0
BTJ10320,BTJ10320,Kab. Aceh Besar,Puroaceh,BTJ,64000,3-6,38500,0
BTJ10321,BTJ10321,Kab. Aceh Besar,Seulimeum,BTJ,64000,3-6,38500,0
BTJ10322,BTJ10322,Kab. Aceh Besar,Blang Bintang,BTJ,64000,3-6,38500,0
BTJ20100,BTJ20100,Kab. Bireuen,Bireuen,BTJ,51000,2-3,31000,0
BTJ20101,BTJ20101,Kab. Bireuen,Jeunieb,BTJ,64000,3-6,38500,0
BTJ20102,BTJ20102,Kab. Bireuen,Peusangan,BTJ,64000,3-6,38500,0
BTJ20103,BTJ20103,Kab. Bireuen,Peudada,BTJ,64000,3-6,38500,0
BTJ20104,BTJ20104,Kab. Bireuen,Samalanga,BTJ,64000,3-6,38500,0
BTJ20105,BTJ20105,Kab. Bireuen,Ganda Pura,BTJ,64000,3-6,38500,0
BTJ20106,BTJ20106,Kab. Bireuen,Makmur,BTJ,64000,3-6,38500,0
BTJ20107,BTJ20107,Kab. Bireuen,Kuala,BTJ,64000,3-6,38500,0
BTJ20108,BTJ20108,Kab. Bireuen,Jangka,BTJ,64000,3-6,38500,0
BTJ20109,BTJ20109,Kab. Bireuen,Jeumpa,BTJ,64000,3-6,38500,0
BTJ20110,BTJ20110,Kab. Bireuen,Juli,BTJ,64000,3-6,38500,0
BTJ20111,BTJ20111,Kab. Bireuen,Kota Juang,BTJ,64000,3-6,38500,0
BTJ20112,BTJ20112,Kab. Bireuen,Kuta Blang,BTJ,64000,3-6,38500,0
BTJ20113,BTJ20113,Kab. Bireuen,Pandrah,BTJ,64000,3-6,38500,0
BTJ20114,BTJ20114,Kab. Bireuen,Peusangan Selatan,BTJ,64000,3-6,38500,0
BTJ20115,BTJ20115,Kab. Bireuen,Peusangan Siblah Krueng,BTJ,64000,3-6,38500,0
BTJ20116,BTJ20116,Kab. Bireuen,Primbang,BTJ,64000,3-6,38500,0
BTJ20117,BTJ20117,Kab. Bireuen,Simpang Mamplam,BTJ,64000,3-6,38500,0
BTJ20200,BTJ20200,Kab. Aceh Tenggara,Kutacane,BTJ,64000,3-6,38500,0
BTJ20201,BTJ20201,Kab. Aceh Tenggara,Badar,BTJ,64000,3-6,38500,0
BTJ20202,BTJ20202,Kab. Aceh Tenggara,Bambel,BTJ,64000,3-6,38500,0
BTJ20205,BTJ20205,Kab. Aceh Tenggara,Lawe Alas,BTJ,64000,3-6,38500,0
BTJ20206,BTJ20206,Kab. Aceh Tenggara,Lawe Sigala-gala,BTJ,64000,3-6,38500,0
BTJ20209,BTJ20209,Kab. Aceh Tenggara,Babul Makmur,BTJ,64000,3-6,38500,0
BTJ20210,BTJ20210,Kab. Aceh Tenggara,Babul Rahmat,BTJ,64000,3-6,38500,0
BTJ20211,BTJ20211,Kab. Aceh Tenggara,Babussalam,BTJ,64000,3-6,38500,0
BTJ20212,BTJ20212,Kab. Aceh Tenggara,Bukit Tusam,BTJ,64000,3-6,38500,0
BTJ20213,BTJ20213,Kab. Aceh Tenggara,Darul Hasanah,BTJ,64000,3-6,38500,0
BTJ20214,BTJ20214,Kab. Aceh Tenggara,Lawe Bulan,BTJ,64000,3-6,38500,0
BTJ20215,BTJ20215,Kab. Aceh Tenggara,Semadam,BTJ,64000,3-6,38500,0
BTJ20216,BTJ20216,Kab. Aceh Tenggara,Leuser,BTJ,64000,3-6,38500,0
BTJ20217,BTJ20217,Kab. Aceh Tenggara,Lawe Sumur,BTJ,64000,3-6,38500,0
BTJ20218,BTJ20218,Kab. Aceh Tenggara,Ketambe,BTJ,64000,3-6,38500,0
BTJ20219,BTJ20219,Kab. Aceh Tenggara,Deleng Pokhisen,BTJ,64000,3-6,38500,0
BTJ20220,BTJ20220,Kab. Aceh Tenggara,Tanoh Alas,BTJ,64000,3-6,38500,0
BTJ20300,BTJ20300,Kab. Aceh Barat,Meulaboh,BTJ,51000,2-3,31000,0
BTJ20304,BTJ20304,Kab. Aceh Barat,Kec. Kaway XVI,BTJ,64000,3-6,38500,0
BTJ20308,BTJ20308,Kab. Aceh Barat,Samatiga,BTJ,64000,3-6,38500,0
BTJ20315,BTJ20315,Kab. Aceh Barat,Sungai Mas,BTJ,64000,3-6,38500,0
BTJ20318,BTJ20318,Kab. Aceh Barat,Woyla,BTJ,64000,3-6,38500,0
BTJ20319,BTJ20319,Kab. Aceh Barat,Bubon,BTJ,64000,3-6,38500,0
BTJ20320,BTJ20320,Kab. Aceh Barat,Arongan Lambalek,BTJ,64000,3-6,38500,0
BTJ20321,BTJ20321,Kab. Aceh Barat,Johan Pahlawan,BTJ,64000,3-6,38500,0
BTJ20322,BTJ20322,Kab. Aceh Barat,Woyla Barat,BTJ,64000,3-6,38500,0
BTJ20323,BTJ20323,Kab. Aceh Barat,Woyla Timur,BTJ,64000,3-6,38500,0
BTJ20324,BTJ20324,Kab. Aceh Barat,Pante Ceureumen,BTJ,64000,3-6,38500,0
BTJ20325,BTJ20325,Kab. Aceh Barat,Meureubo,BTJ,64000,3-6,38500,0
BTJ20326,BTJ20326,Kab. Aceh Barat,Panton Reu,BTJ,64000,3-6,38500,0
BTJ20400,BTJ20400,Kab. Pidie,Sigli,BTJ,51000,2-3,31000,0
BTJ20403,BTJ20403,Kab. Pidie,Batee,BTJ,64000,3-6,38500,0
BTJ20404,BTJ20404,Kab. Pidie,Delima,BTJ,64000,3-6,38500,0
BTJ20405,BTJ20405,Kab. Pidie,Geumpang,BTJ,64000,3-6,38500,0
BTJ20406,BTJ20406,Kab. Pidie,Glumpang Tiga,BTJ,64000,3-6,38500,0
BTJ20407,BTJ20407,Kab. Pidie,Indrajaya,BTJ,64000,3-6,38500,0
BTJ20408,BTJ20408,Kab. Pidie,Kembang Tanjung,BTJ,64000,3-6,38500,0
BTJ20410,BTJ20410,Kab. Pidie,Mila,BTJ,64000,3-6,38500,0
BTJ20411,BTJ20411,Kab. Pidie,Muara Tiga,BTJ,64000,3-6,38500,0
BTJ20412,BTJ20412,Kab. Pidie,Mutiara,BTJ,64000,3-6,38500,0
BTJ20413,BTJ20413,Kab. Pidie,Padang Tiji,BTJ,64000,3-6,38500,0
BTJ20414,BTJ20414,Kab. Pidie,Peukan Baro,BTJ,64000,3-6,38500,0
BTJ20415,BTJ20415,Kab. Pidie,Pidie,BTJ,64000,3-6,38500,0
BTJ20416,BTJ20416,Kab. Pidie,Sakti,BTJ,64000,3-6,38500,0
BTJ20417,BTJ20417,Kab. Pidie,Simpang Tiga,BTJ,64000,3-6,38500,0
BTJ20418,BTJ20418,Kab. Pidie,Tangse,BTJ,64000,3-6,38500,0
BTJ20419,BTJ20419,Kab. Pidie,Tiro/Truseb,BTJ,64000,3-6,38500,0
BTJ20420,BTJ20420,Kab. Pidie,Titeua/Keumala,BTJ,64000,3-6,38500,0
BTJ20423,BTJ20423,Kab. Pidie,Gleumpang Baro,BTJ,64000,3-6,38500,0
BTJ20424,BTJ20424,Kab. Pidie,Grong-Grong,BTJ,64000,3-6,38500,0
BTJ20425,BTJ20425,Kab. Pidie,Mane,BTJ,64000,3-6,38500,0
BTJ20426,BTJ20426,Kab. Pidie,Mutiara Timur,BTJ,64000,3-6,38500,0
BTJ20427,BTJ20427,Kab. Pidie,Kota Sigli,BTJ,64000,3-6,38500,0
BTJ20428,BTJ20428,Kab. Pidie,Keumala,BTJ,64000,3-6,38500,0
BTJ20500,BTJ20500,Kab. Aceh Tengah,Takengon,BTJ,51000,2-3,31000,0
BTJ20502,BTJ20502,Kab. Aceh Tengah,Bebesen,BTJ,64000,3-6,38500,0
BTJ20503,BTJ20503,Kab. Aceh Tengah,Bintang,BTJ,64000,3-6,38500,0
BTJ20505,BTJ20505,Kab. Aceh Tengah,Linge Isak,BTJ,64000,3-6,38500,0
BTJ20506,BTJ20506,Kab. Aceh Tengah,Pegasing,BTJ,64000,3-6,38500,0
BTJ20507,BTJ20507,Kab. Aceh Tengah,Silih Nara,BTJ,64000,3-6,38500,0
BTJ20509,BTJ20509,Kab. Aceh Tengah,Atu Lintang,BTJ,64000,3-6,38500,0
BTJ20510,BTJ20510,Kab. Aceh Tengah,Bies,BTJ,64000,3-6,38500,0
BTJ20511,BTJ20511,Kab. Aceh Tengah,Celala,BTJ,64000,3-6,38500,0
BTJ20512,BTJ20512,Kab. Aceh Tengah,Jagong Jeget,BTJ,64000,3-6,38500,0
BTJ20513,BTJ20513,Kab. Aceh Tengah,Kebayakan,BTJ,64000,3-6,38500,0
BTJ20514,BTJ20514,Kab. Aceh Tengah,Ketol,BTJ,64000,3-6,38500,0
BTJ20515,BTJ20515,Kab. Aceh Tengah,Kute Panang,BTJ,64000,3-6,38500,0
BTJ20516,BTJ20516,Kab. Aceh Tengah,LautTawar,BTJ,64000,3-6,38500,0
BTJ20517,BTJ20517,Kab. Aceh Tengah,Rusip Antara,BTJ,64000,3-6,38500,0
BTJ20600,BTJ20600,Kab. Aceh Selatan,Tapak Tuan,BTJ,51000,2-3,31000,0
BTJ20601,BTJ20601,Kab. Aceh Selatan,Bakongan,BTJ,64000,3-6,38500,0
BTJ20603,BTJ20603,Kab. Aceh Selatan,Kluet Utara,BTJ,64000,3-6,38500,0
BTJ20605,BTJ20605,Kab. Aceh Selatan,Kluet Selatan,BTJ,64000,3-6,38500,0
BTJ20606,BTJ20606,Kab. Aceh Selatan,Labuhan Haji,BTJ,64000,3-6,38500,0
BTJ20608,BTJ20608,Kab. Aceh Selatan,Meukek,BTJ,64000,3-6,38500,0
BTJ20610,BTJ20610,Kab. Aceh Selatan,Sama Dua,BTJ,64000,3-6,38500,0
BTJ20617,BTJ20617,Kab. Aceh Selatan,Trumon,BTJ,64000,3-6,38500,0
BTJ20619,BTJ20619,Kab. Aceh Selatan,Bakongan Timur,BTJ,64000,3-6,38500,0
BTJ20620,BTJ20620,Kab. Aceh Selatan,Kluet Tengah,BTJ,64000,3-6,38500,0
BTJ20621,BTJ20621,Kab. Aceh Selatan,Kluet Timur,BTJ,64000,3-6,38500,0
BTJ20622,BTJ20622,Kab. Aceh Selatan,Labuhan Haji Barat,BTJ,64000,3-6,38500,0
BTJ20623,BTJ20623,Kab. Aceh Selatan,Labuhan Haji Timur,BTJ,64000,3-6,38500,0
BTJ20624,BTJ20624,Kab. Aceh Selatan,Pasie raja,BTJ,64000,3-6,38500,0
BTJ20625,BTJ20625,Kab. Aceh Selatan,Trumon Timur,BTJ,64000,3-6,38500,0
BTJ20646,BTJ20646,Kab. Aceh Selatan,Sawang,BTJ,64000,3-6,38500,0
BTJ20667,BTJ20667,Kab. Aceh Selatan,Trumon Tengah,BTJ,64000,3-6,38500,0
BTJ20688,BTJ20688,Kab. Aceh Selatan,Kota Bahagia,BTJ,64000,3-6,38500,0
BTJ20700,BTJ20700,Kota Sabang,Sabang,BTJ,51000,2-3,31000,0
BTJ20702,BTJ20702,Kota Sabang,Sukakarya,BTJ,51000,2-3,31000,0
BTJ20703,BTJ20703,Kota Sabang,Sukajaya,BTJ,51000,2-3,31000,0
BTJ21000,BTJ21000,Kab. Aceh Barat Daya,Blangpidie,BTJ,51000,2-3,31000,0
BTJ21001,BTJ21001,Kab. Aceh Barat Daya,Babah Rot,BTJ,64000,3-6,38500,0
BTJ21002,BTJ21002,Kab. Aceh Barat Daya,kuala Batee,BTJ,64000,3-6,38500,0
BTJ21003,BTJ21003,Kab. Aceh Barat Daya,Manggeng,BTJ,64000,3-6,38500,0
BTJ21004,BTJ21004,Kab. Aceh Barat Daya,Susoh,BTJ,64000,3-6,38500,0
BTJ21005,BTJ21005,Kab. Aceh Barat Daya,Tangan Tangan,BTJ,64000,3-6,38500,0
BTJ21006,BTJ21006,Kab. Aceh Barat Daya,Setia,BTJ,64000,3-6,38500,0
BTJ21007,BTJ21007,Kab. Aceh Barat Daya,Lembah Sabil,BTJ,64000,3-6,38500,0
BTJ21008,BTJ21008,Kab. Aceh Barat Daya,Jeumpa,BTJ,64000,3-6,38500,0
BTJ21100,BTJ21100,Kab. Aceh Jaya,Krueng Sabee/Calang,BTJ,51000,2-3,31000,0
BTJ21101,BTJ21101,Kab. Aceh Jaya,Jaya,BTJ,64000,3-6,38500,0
BTJ21102,BTJ21102,Kab. Aceh Jaya,Pangat,BTJ,64000,3-6,38500,0
BTJ21103,BTJ21103,Kab. Aceh Jaya,Sampo Niet,BTJ,64000,3-6,38500,0
BTJ21104,BTJ21104,Kab. Aceh Jaya,Setia Bakti,BTJ,64000,3-6,38500,0
BTJ21105,BTJ21105,Kab. Aceh Jaya,Teunom,BTJ,64000,3-6,38500,0
BTJ21106,BTJ21106,Kab. Aceh Jaya,Pasie Raya,BTJ,64000,3-6,38500,0
BTJ21107,BTJ21107,Kab. Aceh Jaya,Indra Jaya,BTJ,64000,3-6,38500,0
BTJ21108,BTJ21108,Kab. Aceh Jaya,Darul Hikmah,BTJ,64000,3-6,38500,0
BTJ21200,BTJ21200,Kab. Aceh Singkil,Singkil,BTJ,51000,2-3,31000,0
BTJ21201,BTJ21201,Kab. Aceh Singkil,Danau Paris,BTJ,64000,3-6,38500,0
BTJ21202,BTJ21202,Kab. Aceh Singkil,Gunung Meriah,BTJ,64000,3-6,38500,0
BTJ21203,BTJ21203,Kab. Aceh Singkil,Kota Baharu,BTJ,64000,3-6,38500,0
BTJ21204,BTJ21204,Kab. Aceh Singkil,Pulau Banyak,BTJ,64000,3-6,38500,0
BTJ21205,BTJ21205,Kab. Aceh Singkil,Simpang Kanan,BTJ,64000,3-6,38500,0
BTJ21206,BTJ21206,Kab. Aceh Singkil,Singkil Utara,BTJ,64000,3-6,38500,0
BTJ21207,BTJ21207,Kab. Aceh Singkil,Singkohor,BTJ,64000,3-6,38500,0
BTJ21208,BTJ21208,Kab. Aceh Singkil,Suro Baru,BTJ,64000,3-6,38500,0
BTJ21209,BTJ21209,Kab. Aceh Singkil,Suro Makmur,BTJ,64000,3-6,38500,0
BTJ21210,BTJ21210,Kab. Aceh Singkil,Pulau Banyak Barat,BTJ,64000,3-6,38500,0
BTJ21211,BTJ21211,Kab. Aceh Singkil,Kuala Baru,BTJ,64000,3-6,38500,0
BTJ21300,BTJ21300,Kab. Aceh Tamiang,Kuala Simpang,BTJ,51000,2-3,31000,0
BTJ21301,BTJ21301,Kab. Aceh Tamiang,Bendahara,BTJ,64000,3-6,38500,0
BTJ21302,BTJ21302,Kab. Aceh Tamiang,Karang Baru,BTJ,64000,3-6,38500,0
BTJ21303,BTJ21303,Kab. Aceh Tamiang,Kejuruan Muda,BTJ,64000,3-6,38500,0
BTJ21304,BTJ21304,Kab. Aceh Tamiang,Manyak Payed,BTJ,64000,3-6,38500,0
BTJ21305,BTJ21305,Kab. Aceh Tamiang,Rantau,BTJ,64000,3-6,38500,0
BTJ21306,BTJ21306,Kab. Aceh Tamiang,Seuruway,BTJ,64000,3-6,38500,0
BTJ21307,BTJ21307,Kab. Aceh Tamiang,Tamiang Hulu,BTJ,64000,3-6,38500,0
BTJ21308,BTJ21308,Kab. Aceh Tamiang,Tenggulun,BTJ,64000,3-6,38500,0
BTJ21309,BTJ21309,Kab. Aceh Tamiang,Sekerak,BTJ,64000,3-6,38500,0
BTJ21310,BTJ21310,Kab. Aceh Tamiang,Bandar Pusaka,BTJ,64000,3-6,38500,0
BTJ21311,BTJ21311,Kab. Aceh Tamiang,Banda Mulia,BTJ,64000,3-6,38500,0
BTJ21400,BTJ21400,Kab. Aceh Timur,Idi Rayeuk,BTJ,51000,2-3,31000,0
BTJ21401,BTJ21401,Kab. Aceh Timur,Banda Alam,BTJ,64000,3-6,38500,0
BTJ21402,BTJ21402,Kab. Aceh Timur,Birem Bayeun,BTJ,64000,3-6,38500,0
BTJ21403,BTJ21403,Kab. Aceh Timur,Darul Aman,BTJ,64000,3-6,38500,0
BTJ21404,BTJ21404,Kab. Aceh Timur,Darul Iksan,BTJ,64000,3-6,38500,0
BTJ21405,BTJ21405,Kab. Aceh Timur,Idi Tuning,BTJ,64000,3-6,38500,0
BTJ21406,BTJ21406,Kab. Aceh Timur,Indra Makmur,BTJ,64000,3-6,38500,0
BTJ21407,BTJ21407,Kab. Aceh Timur,Julok,BTJ,64000,3-6,38500,0
BTJ21408,BTJ21408,Kab. Aceh Timur,Madat,BTJ,64000,3-6,38500,0
BTJ21409,BTJ21409,Kab. Aceh Timur,Nurussalam,BTJ,64000,3-6,38500,0
BTJ21410,BTJ21410,Kab. Aceh Timur,Pante Beudari,BTJ,64000,3-6,38500,0
BTJ21411,BTJ21411,Kab. Aceh Timur,Peudawa,BTJ,64000,3-6,38500,0
BTJ21412,BTJ21412,Kab. Aceh Timur,Peureulak,BTJ,64000,3-6,38500,0
BTJ21413,BTJ21413,Kab. Aceh Timur,Peureulak Barat,BTJ,64000,3-6,38500,0
BTJ21414,BTJ21414,Kab. Aceh Timur,Peureulak Timur,BTJ,64000,3-6,38500,0
BTJ21415,BTJ21415,Kab. Aceh Timur,Rantau Selamat,BTJ,64000,3-6,38500,0
BTJ21416,BTJ21416,Kab. Aceh Timur,Ranto Peureulak,BTJ,64000,3-6,38500,0
BTJ21417,BTJ21417,Kab. Aceh Timur,Serba Jadi/Lokop,BTJ,64000,3-6,38500,0
BTJ21418,BTJ21418,Kab. Aceh Timur,Simpang Jernih,BTJ,64000,3-6,38500,0
BTJ21419,BTJ21419,Kab. Aceh Timur,Simpang Ulim,BTJ,64000,3-6,38500,0
