Kode,Kode2015,Kota,Kecamatan,CityCode,CGKReg,CGKRegEtd,CGKCargo,CGKYes
BDJ20509,BDJ20509,Kab. Tampin,Salam Babaris,BDJ,57000,5-7,34500,0
BDJ20510,BDJ20510,Kab. Tampin,Tapin Tengah,BDJ,57000,5-7,34500,0
BDJ20511,BDJ20511,Kab. Tampin,Tapin Selatan,BDJ,57000,5-7,34500,0
BDJ20512,BDJ20512,Kab. Tampin,Tapin Utara,BDJ,57000,5-7,34500,0
BDJ20700,BDJ20700,Kab. Barito Utara,Muara Teweh,BDJ,45000,3-5,27000,0
BDJ20701,BDJ20701,Kab. Barito Utara,Gunung Purei,BDJ,57000,5-7,34500,0
BDJ20702,BDJ20702,Kab. Barito Utara,Gunung Timang,BDJ,57000,5-7,34500,0
BDJ20703,BDJ20703,Kab. Barito Utara,Lahei,BDJ,57000,5-7,34500,0
BDJ20704,BDJ20704,Kab. Barito Utara,Montalat,BDJ,57000,5-7,34500,0
BDJ20705,BDJ20705,Kab. Barito Utara,Teweh Timur,BDJ,57000,5-7,34500,0
BDJ20706,BDJ20706,Kab. Barito Utara,Teweh Tengah,BDJ,57000,5-7,34500,0
BDJ20707,BDJ20707,Kab. Barito Utara,Teweh Baru,BDJ,57000,5-7,34500,0
BDJ20708,BDJ20708,Kab. Barito Utara,Teweh Selatan,BDJ,57000,5-7,34500,0
BDJ20709,BDJ20709,Kab. Barito Utara,Lahei Barat,BDJ,57000,5-7,34500,0
BDJ20800,BDJ20800,Kab. Barito Timur,Tamiang Layang,BDJ,45000,3-5,27000,0
BDJ20801,BDJ20801,Kab. Barito Timur,Awang,BDJ,57000,5-7,34500,0
BDJ20802,BDJ20802,Kab. Barito Timur,Benua Lima,BDJ,57000,5-7,34500,0
BDJ20803,BDJ20803,Kab. Barito Timur,Dusun Tengah,BDJ,57000,5-7,34500,0
BDJ20804,BDJ20804,Kab. Barito Timur,Patangkep Tutui,BDJ,57000,5-7,34500,0
BDJ20805,BDJ20805,Kab. Barito Timur,Pematang Karau,BDJ,57000,5-7,34500,0
BDJ20806,BDJ20806,Kab. Barito Timur,Dusun Timur,BDJ,57000,5-7,34500,0
BDJ20807,BDJ20807,Kab. Barito Timur,Raren Batuah,BDJ,57000,5-7,34500,0
BDJ20808,BDJ20808,Kab. Barito Timur,Paku,BDJ,57000,5-7,34500,0
BDJ20809,BDJ20809,Kab. Barito Timur,Paju Epat,BDJ,57000,5-7,34500,0
BDJ20810,BDJ20810,Kab. Barito Timur,Karusen Janang,BDJ,57000,5-7,34500,0
BDJ20900,BDJ20900,Kab. Murung Raya,Puruk Cahu,BDJ,45000,3-5,27000,0
BDJ20901,BDJ20901,Kab. Murung Raya,Laung Tuhup,BDJ,57000,5-7,34500,0
BDJ20902,BDJ20902,Kab. Murung Raya,Permata Intan,BDJ,57000,5-7,34500,0
BDJ20903,BDJ20903,Kab. Murung Raya,Sumber Barito,BDJ,57000,5-7,34500,0
BDJ20904,BDJ20904,Kab. Murung Raya,Tanah Siang,BDJ,57000,5-7,34500,0
BDJ20905,BDJ20905,Kab. Murung Raya,Murung,BDJ,57000,5-7,34500,0
BDJ20906,BDJ20906,Kab. Murung Raya,Uut Murung,BDJ,57000,5-7,34500,0
BDJ20907,BDJ20907,Kab. Murung Raya,Tanah Siang Selatan,BDJ,57000,5-7,34500,0
BDJ20908,BDJ20908,Kab. Murung Raya,Sungai Babuat,BDJ,57000,5-7,34500,0
BDJ20909,BDJ20909,Kab. Murung Raya,Seribu Riam,BDJ,57000,5-7,34500,0
BDJ20910,BDJ20910,Kab. Murung Raya,Barito Tuhup Raya,BDJ,57000,5-7,34500,0
BDJ21100,BDJ21100,Kab. Barito Selatan,Buntok,BDJ,45000,3-5,27000,0
BDJ21102,BDJ21102,Kab. Barito Selatan,Dusun Hilir,BDJ,57000,5-7,34500,0
BDJ21103,BDJ21103,Kab. Barito Selatan,Dusun Utara,BDJ,57000,5-7,34500,0
BDJ21104,BDJ21104,Kab. Barito Selatan,Jenamas,BDJ,57000,5-7,34500,0
BDJ21105,BDJ21105,Kab. Barito Selatan,Karau Kuala,BDJ,57000,5-7,34500,0
BDJ21107,BDJ21107,Kab. Barito Selatan,Dusun Selatan ,BDJ,57000,5-7,34500,0
BDJ21108,BDJ21108,Kab. Barito Selatan,Gunung Bintang Awai ,BDJ,57000,5-7,34500,0
BDJ21200,BDJ21200,Kab. Balangan,Paringin,BDJ,57000,5-7,34500,0
BDJ21201,BDJ21201,Kab. Balangan,Awayan,BDJ,57000,5-7,34500,0
BDJ21202,BDJ21202,Kab. Balangan,Batu Mandi,BDJ,57000,5-7,34500,0
BDJ21203,BDJ21203,Kab. Balangan,Halong,BDJ,57000,5-7,34500,0
BDJ21204,BDJ21204,Kab. Balangan,Juai,BDJ,57000,5-7,34500,0
BDJ21205,BDJ21205,Kab. Balangan,Lampihong,BDJ,57000,5-7,34500,0
BDJ21207,BDJ21207,Kab. Balangan,Paringin Selatan,BDJ,57000,5-7,34500,0
BDJ21208,BDJ21208,Kab. Balangan,Tebing Tinggi,BDJ,57000,5-7,34500,0
BDJ21300,BDJ21300,Kab. Tanah Bambu,Batu Licin,BDJ,45000,3-5,27000,0
BDJ21301,BDJ21301,Kab. Tanah Bambu,Kusan Hilir ,BDJ,57000,5-7,34500,0
BDJ21302,BDJ21302,Kab. Tanah Bambu,Kusan Hulu,BDJ,57000,5-7,34500,0
BDJ21303,BDJ21303,Kab. Tanah Bambu,Satui,BDJ,57000,5-7,34500,0
BDJ21304,BDJ21304,Kab. Tanah Bambu,Sungai Loban,BDJ,57000,5-7,34500,0
BDJ21311,BDJ21311,Kab. Tanah Bumbu,Karang Bintang,BDJ,57000,5-7,34500,0
BDJ21314,BDJ21314,Kab. Tanah Bumbu,Mantewe,BDJ,57000,5-7,34500,0
BDJ21315,BDJ21315,Kab. Tanah Bumbu,Angsana,BDJ,57000,5-7,34500,0
BDJ21316,BDJ21316,Kab. Tanah Bumbu,Kuranji,BDJ,57000,5-7,34500,0
BDJ21317,BDJ21317,Kab. Tanah Bumbu,Simpang Empat,BDJ,57000,5-7,34500,0
BDO10000,BDO10000,Kota Bandung,Bandung,BDO,11000,1-2,7000,14000
BDO10002,BDO10002,Kota Bandung,Cibiru,BDO,11000,1-2,7000,14000
BDO10018,BDO10018,Kota Bandung,Ujungberung,BDO,11000,1-2,7000,14000
BDO10037,BDO10037,Kota Bandung,Sukasari,BDO,11000,1-2,7000,14000
BDO10038,BDO10038,Kota Bandung,Cicadas,BDO,11000,1-2,7000,14000
BDO10039,BDO10039,Kota Bandung,Cidadap,BDO,11000,1-2,7000,14000
BDO10040,BDO10040,Kota Bandung,Lengkong ,BDO,11000,1-2,7000,14000
BDO10041,BDO10041,Kota Bandung,Andir,BDO,11000,1-2,7000,14000
BDO10042,BDO10042,Kota Bandung,Arcamanik,BDO,11000,1-2,7000,14000
BDO10043,BDO10043,Kota Bandung,Astanaanyar,BDO,11000,1-2,7000,14000
BDO10044,BDO10044,Kota Bandung,Babakanciparay,BDO,11000,1-2,7000,14000
BDO10045,BDO10045,Kota Bandung,Bandung Kidul,BDO,11000,1-2,7000,14000
BDO10046,BDO10046,Kota Bandung,Bandung Kulon,BDO,11000,1-2,7000,14000
BDO10047,BDO10047,Kota Bandung,Bandung Wetan,BDO,11000,1-2,7000,14000
BDO10048,BDO10048,Kota Bandung,Batununggal,BDO,11000,1-2,7000,14000
BDO10049,BDO10049,Kota Bandung,Bojongloa Kaler,BDO,11000,1-2,7000,14000
BDO10050,BDO10050,Kota Bandung,Bojongloa Kidul,BDO,11000,1-2,7000,14000
BDO10051,BDO10051,Kota Bandung,Cibeunying Kaler,BDO,11000,1-2,7000,14000
BDO10052,BDO10052,Kota Bandung,Cibeunying Kidul,BDO,11000,1-2,7000,14000
BDO10053,BDO10053,Kota Bandung,Cicendo,BDO,11000,1-2,7000,14000
BDO10054,BDO10054,Kota Bandung,Coblong,BDO,11000,1-2,7000,14000
BDO10055,BDO10055,Kota Bandung,Kiaracondong,BDO,11000,1-2,7000,14000
BDO10056,BDO10056,Kota Bandung,Margacinta,BDO,11000,1-2,7000,14000
BDO10057,BDO10057,Kota Bandung,Rancasari,BDO,11000,1-2,7000,14000
BDO10058,BDO10058,Kota Bandung,Regol,BDO,11000,1-2,7000,14000
BDO10059,BDO10059,Kota Bandung,Sukajadi,BDO,11000,1-2,7000,14000
BDO10060,BDO10060,Kota Bandung,Sumurbandung,BDO,11000,1-2,7000,14000
BDO10062,BDO10062,Kota Bandung,Panyileukan,BDO,11000,1-2,7000,14000
BDO10063,BDO10063,Kota Bandung,Mandalajati,BDO,11000,1-2,7000,14000
BDO10064,BDO10064,Kota Bandung,Gedebage,BDO,11000,1-2,7000,14000
BDO10065,BDO10065,Kota Bandung,Buahbatu,BDO,11000,1-2,7000,14000
BDO10066,BDO10066,Kota Bandung,Cinambo,BDO,11000,1-2,7000,14000
BDO10067,BDO10067,Kota Bandung,Antapani,BDO,11000,1-2,7000,14000
BDO10100,BDO10100,Kab. Bandung,Soreang,BDO,11000,1-2,7000,14000
BDO10101,BDO10101,Kab. Bandung,Arjasari,BDO,11000,1-2,7000,14000
BDO10102,BDO10102,Kab. Bandung,Baleendah,BDO,11000,1-2,7000,14000
BDO10103,BDO10103,Kab. Bandung,Banjaran ,BDO,11000,1-2,7000,14000
BDO10104,BDO10104,Kab. Bandung,Bojong Soang,BDO,11000,1-2,7000,14000
BDO10105,BDO10105,Kab. Bandung,Cangkuang,BDO,11000,1-2,7000,14000
BDO10106,BDO10106,Kab. Bandung,Cicalengka,BDO,11000,1-2,7000,0
BDO10107,BDO10107,Kab. Bandung,Cikancung,BDO,11000,1-2,7000,0
BDO10108,BDO10108,Kab. Bandung,Cilengkrang,BDO,11000,1-2,7000,14000
BDO10109,BDO10109,Kab. Bandung,Cileunyi,BDO,11000,1-2,7000,14000
BDO10110,BDO10110,Kab. Bandung,Cimaung,BDO,11000,1-2,7000,0
BDO10111,BDO10111,Kab. Bandung,Cimenyan,BDO,11000,1-2,7000,0
BDO10112,BDO10112,Kab. Bandung,Ciparay,BDO,11000,1-2,7000,14000
BDO10113,BDO10113,Kab. Bandung,Ciwidey,BDO,14000,2-3,8500,0
BDO10114,BDO10114,Kab. Bandung,Dayeuhkolot,BDO,11000,1-2,7000,14000
BDO10115,BDO10115,Kab. Bandung,Ibun,BDO,11000,1-2,7000,0
BDO10116,BDO10116,Kab. Bandung,Kertasari,BDO,11000,1-2,7000,0
BDO10118,BDO10118,Kab. Bandung,Katapang,BDO,11000,1-2,7000,14000
BDO10119,BDO10119,Kab. Bandung,Majalaya,BDO,14000,2-3,8500,0
BDO10120,BDO10120,Kab. Bandung,Margaasih,BDO,14000,2-3,8500,0
BDO10121,BDO10121,Kab. Bandung,Margahayu,BDO,11000,1-2,7000,14000
BDO10122,BDO10122,Kab. Bandung,Nagreg,BDO,14000,2-3,8500,0
BDO10123,BDO10123,Kab. Bandung,Pacet ,BDO,14000,2-3,8500,0
BDO10124,BDO10124,Kab. Bandung,Pameungpeuk ,BDO,11000,1-2,7000,0
BDO10125,BDO10125,Kab. Bandung,Pangalengan,BDO,14000,2-3,8500,0
BDO10126,BDO10126,Kab. Bandung,Paseh,BDO,14000,2-3,8500,0
BDO10127,BDO10127,Kab. Bandung,Pasirjambu,BDO,14000,2-3,8500,0
BDO10128,BDO10128,Kab. Bandung,Rancabali,BDO,14000,2-3,8500,0
BDO10129,BDO10129,Kab. Bandung,Rancaekek,BDO,11000,1-2,7000,14000
BDO10130,BDO10130,Kab. Bandung,Solokan Jeruk,BDO,11000,1-2,7000,14000
BDO10134,BDO10134,Kab. Bandung,Kutawaringin,BDO,11000,1-2,7000,14000
BDO20100,BDO20100,Kota Cimahi,Cimahi ,BDO,11000,1-2,7000,22000
BDO20117,BDO20117,Kota Cimahi,Cimahi Selatan,BDO,11000,1-2,7000,22000
BDO20118,BDO20118,Kota Cimahi,Cimahi Tengah,BDO,11000,1-2,7000,22000
BDO20119,BDO20119,Kota Cimahi,Cimahi Utara,BDO,11000,1-2,7000,22000
BDO20200,BDO20200,Kab. Sumedang,Sumedang,BDO,14000,2-3,8500,22000
BDO20201,BDO20201,Kab. Sumedang,Buahdua,BDO,18000,3-6,11000,0
BDO20203,BDO20203,Kab. Sumedang,Cibugel,BDO,18000,3-6,11000,0
BDO20205,BDO20205,Kab. Sumedang,Cimalaka,BDO,18000,3-6,11000,0
BDO20206,BDO20206,Kab. Sumedang,Cimanggu,BDO,18000,3-6,11000,0
BDO20208,BDO20208,Kab. Sumedang,Conggeang,BDO,18000,3-6,11000,0
BDO20209,BDO20209,Kab. Sumedang,Darmaraja,BDO,18000,3-6,11000,0
BDO20210,BDO20210,Kab. Sumedang,Ganeas,BDO,18000,3-6,11000,0
BDO20214,BDO20214,Kab. Sumedang,Pamulihan ,BDO,18000,3-6,11000,0
BDO20215,BDO20215,Kab. Sumedang,Paseh,BDO,18000,3-6,11000,0
BDO20216,BDO20216,Kab. Sumedang,Rancakalong,BDO,18000,3-6,11000,0
BDO20217,BDO20217,Kab. Sumedang,Situraja,BDO,18000,3-6,11000,0
BDO20218,BDO20218,Kab. Sumedang,Sukasari ,BDO,18000,3-6,11000,0
BDO20219,BDO20219,Kab. Sumedang,Surian,BDO,18000,3-6,11000,0
BDO20220,BDO20220,Kab. Sumedang,Tanjungkerta,BDO,18000,3-6,11000,0
BDO20221,BDO20221,Kab. Sumedang,Tanjungsari,BDO,18000,3-6,11000,0
BDO20222,BDO20222,Kab. Sumedang,Tomo,BDO,18000,3-6,11000,0
BDO20223,BDO20223,Kab. Sumedang,Ujung Jaya,BDO,18000,3-6,11000,0
BDO20224,BDO20224,Kab. Sumedang,Wado,BDO,18000,3-6,11000,0
BDO20247,BDO20247,Kab. Sumedang,Jatinangor,BDO,11000,1-2,7000,22000
BDO20248,BDO20248,Kab. Sumedang,Cisarua,BDO,18000,3-6,11000,0
BDO20249,BDO20249,Kab. Sumedang,Cisitu,BDO,18000,3-6,11000,0
BDO20250,BDO20250,Kab. Sumedang,Jatigede,BDO,18000,3-6,11000,0
BDO20251,BDO20251,Kab. Sumedang,Jatinunggal,BDO,18000,3-6,11000,0
BDO20252,BDO20252,Kab. Sumedang,Sumedang Selatan,BDO,14000,2-3,8500,0
BDO20253,BDO20253,Kab. Sumedang,Sumedang Utara,BDO,14000,2-3,8500,0
BDO20254,BDO20254,Kab. Sumedang,Tanjungmedar,BDO,18000,3-6,11000,0
BDO20300,BDO20300,Kota Tasikmalaya,Tasikmalaya,BDO,14000,2-3,8500,22000
BDO20306,BDO20306,Kota Tasikmalaya,Cibeureum ,BDO,14000,2-3,8500,22000
BDO20317,BDO20317,Kota Tasikmalaya,Indihiang,BDO,14000,2-3,8500,0
BDO20321,BDO20321,Kota Tasikmalaya,Kawalu,BDO,14000,2-3,8500,0
BDO20333,BDO20333,Kota Tasikmalaya,Cihideung,BDO,14000,2-3,8500,22000
BDO20334,BDO20334,Kota Tasikmalaya,Cipedes,BDO,14000,2-3,8500,22000
BDO20335,BDO20335,Kota Tasikmalaya,Mangkubumi,BDO,14000,2-3,8500,0
BDO20336,BDO20336,Kota Tasikmalaya,Tamansari ,BDO,14000,2-3,8500,22000
BDO20337,BDO20337,Kota Tasikmalaya,Tawang,BDO,14000,2-3,8500,0
BDO20339,BDO20339,Kota Tasikmalaya,Purbaratu,BDO,14000,2-3,8500,0
BDO20400,BDO20400,Kota Banjar,Banjar,BDO,14000,2-3,8500,0
BDO20416,BDO20416,Kota Banjar,Langensari,BDO,14000,2-3,8500,0
BDO20417,BDO20417,Kota Banjar,Pataruman,BDO,14000,2-3,8500,0
BDO20418,BDO20418,Kota Banjar,Purwaharja,BDO,14000,2-3,8500,0
BDO20500,BDO20500,Kab.Ciamis,Ciamis,BDO,14000,2-3,8500,22000
BDO20501,BDO20501,Kab.Ciamis,Cihaurbeuti,BDO,18000,3-6,11000,0
BDO20502,BDO20502,Kab.Ciamis,Cijeungjing,BDO,18000,3-6,11000,0
BDO20503,BDO20503,Kab.Ciamis,Cikoneng,BDO,18000,3-6,11000,0
BDO20504,BDO20504,Kab.Ciamis,Cipaku,BDO,18000,3-6,11000,0
BDO20505,BDO20505,Kab.Ciamis,Jatinagara,BDO,18000,3-6,11000,0
BDO20506,BDO20506,Kab.Ciamis,Kawali,BDO,18000,3-6,11000,0
BDO20507,BDO20507,Kab.Ciamis,Panumbangan,BDO,18000,3-6,11000,0
BDO20508,BDO20508,Kab.Ciamis,Panawangan,BDO,18000,3-6,11000,0
BDO20509,BDO20509,Kab.Ciamis,Panjalu,BDO,18000,3-6,11000,0
BDO20510,BDO20510,Kab.Ciamis,Rajadesa,BDO,18000,3-6,11000,0
BDO20511,BDO20511,Kab.Ciamis,Sadananya,BDO,18000,3-6,11000,0
BDO20512,BDO20512,Kab.Ciamis,Sukadana ,BDO,18000,3-6,11000,0
BDO20513,BDO20513,Kab.Ciamis,Banjarsari ,BDO,18000,3-6,11000,0
BDO20514,BDO20514,Kab.Ciamis,Cimaragas,BDO,18000,3-6,11000,0
BDO20515,BDO20515,Kab.Ciamis,Cigugur ,BDO,18000,3-6,11000,0
BDO20516,BDO20516,Kab.Ciamis,Cijulang,BDO,18000,3-6,11000,0
BDO20517,BDO20517,Kab.Ciamis,Cimerak,BDO,18000,3-6,11000,0
BDO20518,BDO20518,Kab.Ciamis,Cisaga,BDO,18000,3-6,11000,0
BDO20519,BDO20519,Kab.Ciamis,Kalipucang,BDO,18000,3-6,11000,0
BDO20520,BDO20520,Kab.Ciamis,Lakbok,BDO,18000,3-6,11000,0
BDO20521,BDO20521,Kab.Ciamis,Langkap lancar,BDO,18000,3-6,11000,0
BDO20522,BDO20522,Kab.Ciamis,Padaherang,BDO,18000,3-6,11000,0
BDO20523,BDO20523,Kab.Ciamis,Pamarican,BDO,18000,3-6,11000,0
BDO20524,BDO20524,Kab.Ciamis,Pangandaran,BDO,18000,3-6,11000,0
BDO20525,BDO20525,Kab.Ciamis,Parigi ,BDO,18000,3-6,11000,0
BDO20526,BDO20526,Kab.Ciamis,Rancah,BDO,18000,3-6,11000,0
BDO20527,BDO20527,Kab.Ciamis,Tambaksari,BDO,18000,3-6,11000,0
BDO20528,BDO20528,Kab.Ciamis,Purwadadi ,BDO,18000,3-6,11000,0
BDO20529,BDO20529,Kab.Ciamis,Cidolog ,BDO,18000,3-6,11000,0
BDO20530,BDO20530,Kab.Ciamis,Baregbeg,BDO,18000,3-6,11000,0
BDO20531,BDO20531,Kab.Ciamis,Lumbung,BDO,18000,3-6,11000,0
BDO20532,BDO20532,Kab.Ciamis,Mangunjaya,BDO,18000,3-6,11000,0
BDO20533,BDO20533,Kab.Ciamis,Sidamulih,BDO,18000,3-6,11000,0
BDO20534,BDO20534,Kab.Ciamis,Sindangkasih,BDO,18000,3-6,11000,0
BDO20536,BDO20536,Kab.Ciamis,Sukamantri,BDO,18000,3-6,11000,0
BDO20600,BDO20600,Kab. Tasikmalaya,Singaparna,BDO,14000,2-3,8500,0
BDO20601,BDO20601,Kab. Tasikmalaya,Bojonggambir,BDO,18000,3-6,11000,0
BDO20602,BDO20602,Kab. Tasikmalaya,Cigalontang,BDO,18000,3-6,11000,0
BDO20603,BDO20603,Kab. Tasikmalaya,Leuwisari,BDO,18000,3-6,11000,0
BDO20605,BDO20605,Kab. Tasikmalaya,Sariwangi,BDO,18000,3-6,11000,0
BDO20606,BDO20606,Kab. Tasikmalaya,Salawu,BDO,18000,3-6,11000,0
BDO20608,BDO20608,Kab. Tasikmalaya,Sukarame,BDO,18000,3-6,11000,0
BDO20609,BDO20609,Kab. Tasikmalaya,Mangunreja,BDO,18000,3-6,11000,0
BDO20610,BDO20610,Kab. Tasikmalaya,Sodonghilir,BDO,18000,3-6,11000,0
BDO20611,BDO20611,Kab. Tasikmalaya,Taraju,BDO,18000,3-6,11000,0
BDO20612,BDO20612,Kab. Tasikmalaya,Bantarkalong,BDO,18000,3-6,11000,0
BDO20613,BDO20613,Kab. Tasikmalaya,Culamega,BDO,18000,3-6,11000,0
BDO20614,BDO20614,Kab. Tasikmalaya,Ciawi ,BDO,18000,3-6,11000,0
BDO20615,BDO20615,Kab. Tasikmalaya,Cibalong ,BDO,18000,3-6,11000,0
BDO20616,BDO20616,Kab. Tasikmalaya,Cikatomas,BDO,18000,3-6,11000,0
BDO20617,BDO20617,Kab. Tasikmalaya,Cikalong,BDO,18000,3-6,11000,0
BDO20618,BDO20618,Kab. Tasikmalaya,Cineam,BDO,18000,3-6,11000,0
BDO20619,BDO20619,Kab. Tasikmalaya,Cipatujah,BDO,18000,3-6,11000,0
BDO20620,BDO20620,Kab. Tasikmalaya,Cisayong,BDO,18000,3-6,11000,0
BDO20621,BDO20621,Kab. Tasikmalaya,Jamanis,BDO,18000,3-6,11000,0
BDO20622,BDO20622,Kab. Tasikmalaya,Karangnunggal,BDO,18000,3-6,11000,0
BDO20623,BDO20623,Kab. Tasikmalaya,Manonjaya,BDO,18000,3-6,11000,0
BDO20624,BDO20624,Kab. Tasikmalaya,Pancatengah,BDO,18000,3-6,11000,0
BDO20625,BDO20625,Kab. Tasikmalaya,Rajapolah,BDO,18000,3-6,11000,0
BDO20626,BDO20626,Kab. Tasikmalaya,Salopa,BDO,18000,3-6,11000,0
BDO20627,BDO20627,Kab. Tasikmalaya,Sukaraja ,BDO,18000,3-6,11000,0
BDO20629,BDO20629,Kab. Tasikmalaya,Kadipaten,BDO,18000,3-6,11000,0
BDO20630,BDO20630,Kab. Tasikmalaya,Bojongasih,BDO,18000,3-6,11000,0
BDO20631,BDO20631,Kab. Tasikmalaya,Gunung Tanjung ,BDO,18000,3-6,11000,0
BDO20632,BDO20632,Kab. Tasikmalaya,Jatiwaras,BDO,18000,3-6,11000,0
BDO20633,BDO20633,Kab. Tasikmalaya,Karangjaya,BDO,18000,3-6,11000,0
BDO20634,BDO20634,Kab. Tasikmalaya,Padakembang ,BDO,18000,3-6,11000,0
BDO20635,BDO20635,Kab. Tasikmalaya,Pagerageung,BDO,18000,3-6,11000,0
BDO20636,BDO20636,Kab. Tasikmalaya,Parungponteng,BDO,18000,3-6,11000,0
BDO20637,BDO20637,Kab. Tasikmalaya,Puspahiang,BDO,18000,3-6,11000,0
BDO20638,BDO20638,Kab. Tasikmalaya,Sukaratu,BDO,18000,3-6,11000,0
BDO20639,BDO20639,Kab. Tasikmalaya,Sukaresik,BDO,18000,3-6,11000,0
BDO20640,BDO20640,Kab. Tasikmalaya,Tanjungjaya ,BDO,18000,3-6,11000,0
BDO20642,BDO20642,Kab. Tasikmalaya,Sukahening ,BDO,18000,3-6,11000,0
BDO20700,BDO20700,Kab. Garut,Garut,BDO,14000,2-3,8500,0
BDO20701,BDO20701,Kab. Garut,Banjarwangi,BDO,18000,3-6,11000,0
BDO20702,BDO20702,Kab. Garut,Banyuresmi,BDO,18000,3-6,11000,0
BDO20703,BDO20703,Kab. Garut,Bayongbong,BDO,18000,3-6,11000,0
BDO20704,BDO20704,Kab. Garut,Balubur Limbangan ,BDO,18000,3-6,11000,0
BDO20705,BDO20705,Kab. Garut,Bungbulang,BDO,18000,3-6,11000,0
BDO20706,BDO20706,Kab. Garut,Cibatu ,BDO,18000,3-6,11000,0
BDO20707,BDO20707,Kab. Garut,Cibalong ,BDO,18000,3-6,11000,0
BDO20708,BDO20708,Kab. Garut,Cibiuk,BDO,18000,3-6,11000,0
BDO20709,BDO20709,Kab. Garut,Cikelet,BDO,18000,3-6,11000,0
BDO20710,BDO20710,Kab. Garut,Cikajang,BDO,18000,3-6,11000,0
BDO20711,BDO20711,Kab. Garut,Cilawu,BDO,18000,3-6,11000,0
BDO20712,BDO20712,Kab. Garut,Cisompet,BDO,18000,3-6,11000,0
BDO20713,BDO20713,Kab. Garut,Cisurupan,BDO,18000,3-6,11000,0
BDO20714,BDO20714,Kab. Garut,Cisewu,BDO,18000,3-6,11000,0
BDO20715,BDO20715,Kab. Garut,Kadungora,BDO,18000,3-6,11000,0
BDO20716,BDO20716,Kab. Garut,Karangpawitan ,BDO,18000,3-6,11000,0
BDO20717,BDO20717,Kab. Garut,Leles ,BDO,18000,3-6,11000,0
BDO20718,BDO20718,Kab. Garut,Leuwigoong,BDO,18000,3-6,11000,0
BDO20719,BDO20719,Kab. Garut,Malangbong,BDO,18000,3-6,11000,0
BDO20720,BDO20720,Kab. Garut,Pakenjeng,BDO,18000,3-6,11000,0
BDO20721,BDO20721,Kab. Garut,Pameungpeuk ,BDO,18000,3-6,11000,0
BDO20722,BDO20722,Kab. Garut,Pamulihan ,BDO,18000,3-6,11000,0
BDO20723,BDO20723,Kab. Garut,Peundeuy,BDO,18000,3-6,11000,0
BDO20724,BDO20724,Kab. Garut,Samarang,BDO,18000,3-6,11000,0
BDO20725,BDO20725,Kab. Garut,Selaawi,BDO,18000,3-6,11000,0
BDO20726,BDO20726,Kab. Garut,Singajaya,BDO,18000,3-6,11000,0
BDO20727,BDO20727,Kab. Garut,Sukawening,BDO,18000,3-6,11000,0
BDO20728,BDO20728,Kab. Garut,Talegong,BDO,18000,3-6,11000,0
BDO20730,BDO20730,Kab. Garut,Wanaraja,BDO,18000,3-6,11000,0
BDO20734,BDO20734,Kab. Garut,Caringin,BDO,18000,3-6,11000,0
BDO20735,BDO20735,Kab. Garut,Karangtengah ,BDO,18000,3-6,11000,0
BDO20736,BDO20736,Kab. Garut,Sukaresmi ,BDO,18000,3-6,11000,0
BDO20737,BDO20737,Kab. Garut,Cigedug,BDO,18000,3-6,11000,0
BDO20738,BDO20738,Kab. Garut,Cihurip,BDO,18000,3-6,11000,0
BDO20739,BDO20739,Kab. Garut,Kersamanah,BDO,18000,3-6,11000,0
BDO20740,BDO20740,Kab. Garut,Mekarmukti,BDO,18000,3-6,11000,0
BDO20741,BDO20741,Kab. Garut,Pangatikan,BDO,18000,3-6,11000,0
BDO20742,BDO20742,Kab. Garut,Pasirwangi,BDO,18000,3-6,11000,0
BDO20743,BDO20743,Kab. Garut,Sucinaraja,BDO,18000,3-6,11000,0
BDO20744,BDO20744,Kab. Garut,Tarogong Kaler ,BDO,18000,3-6,11000,0
BDO20745,BDO20745,Kab. Garut,Tarogong Kidul ,BDO,18000,3-6,11000,0
BDO20746,BDO20746,Kab. Garut,Garut Kota,BDO,14000,2-3,8500,0
BDO20800,BDO20800,Kab. Purwakarta,Purwakarta ,BDO,14000,2-3,8500,0
BDO20801,BDO20801,Kab. Purwakarta,Jatiluhur ,BDO,18000,3-6,11000,0
BDO20802,BDO20802,Kab. Purwakarta,Campaka,BDO,18000,3-6,11000,0
BDO20803,BDO20803,Kab. Purwakarta,Pasawahan ,BDO,18000,3-6,11000,0
BDO20804,BDO20804,Kab. Purwakarta,Babakancikao ,BDO,18000,3-6,11000,0
BDO20805,BDO20805,Kab. Purwakarta,Bungursari,BDO,18000,3-6,11000,0
BDO20806,BDO20806,Kab. Purwakarta,Cibatu ,BDO,18000,3-6,11000,0
BDO20807,BDO20807,Kab. Purwakarta,Plered ,BDO,18000,3-6,11000,0
BDO20808,BDO20808,Kab. Purwakarta,Sukatani ,BDO,18000,3-6,11000,0
BDO20809,BDO20809,Kab. Purwakarta,Darangdan,BDO,18000,3-6,11000,0
BDO20810,BDO20810,Kab. Purwakarta,Maniis,BDO,18000,3-6,11000,0
BDO20811,BDO20811,Kab. Purwakarta,Tegalwaru ,BDO,18000,3-6,11000,0
BDO20812,BDO20812,Kab. Purwakarta,Wanayasa,BDO,18000,3-6,11000,0
BDO20813,BDO20813,Kab. Purwakarta,Sukasari ,BDO,18000,3-6,11000,0
BDO20814,BDO20814,Kab. Purwakarta,Pondoksalam,BDO,18000,3-6,11000,0
