"EXPEDITION_IN_CODE";"EXPEDITION_IN_CITY";"EXPEDITION_IN_DISTRICT";"EXPEDITION_IN_PROVINCE";"EXPEDITION_IN_PRICE_REG";"EXPEDITION_IN_PRICE_REG_ETD";"EXPEDITION_IN_PRICE_CARGO";"EXPEDITION_IN_PRICE_CARGO_ETD";"EXPEDITION_IN_PRICE_BEST";"EXPEDITION_IN_PRICE_BEST_ETD"
"UPG21507";"Kab. Sinjai";"Bulupoddo";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21508";"Kab. Sinjai";"Pulau Sembilan";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21509";"Kab. Sinjai";"Sinjai Borong";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21510";"Kab. Sinjai";"Tellu Limpoe";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21600";"Kab. Goa";"Sungguminasa";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21601";"Kab. Goa";"Bajeng";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21602";"Kab. Goa";"Bontomarannu";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21603";"Kab. Goa";"Bontonompo";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21604";"Kab. Goa";"Bungaya";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21605";"Kab. Goa";"Pallangga";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21606";"Kab. Goa";"Parangloe";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21607";"Kab. Goa";"Tinggimoncong";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21608";"Kab. Goa";"Tompobulu";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21609";"Kab. Goa";"Barombong";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21610";"Kab. Goa";"Biringbulu";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21611";"Kab. Goa";"Somba Opu";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21612";"Kab. Goa";"Tombolo Pao";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21613";"Kab. Goa";"Parigi";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21700";"Kab. Takalar";"Takalar";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21701";"Kab. Takalar";"Galesong Selatan";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21702";"Kab. Takalar";"Galesong Utara";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21703";"Kab. Takalar";"Mangara Bombang";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21704";"Kab. Takalar";"Mappakasunggu";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21705";"Kab. Takalar";"Patallassang";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21706";"Kab. Takalar";"Polobangkeng Selatan";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21707";"Kab. Takalar";"Polobangkeng Utara";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21709";"Kab. Takalar";"Sanrobone";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21710";"Kab. Takalar";"Galesong";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21800";"Kab. Bone";"Watampone";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21801";"Kab. Bone";"Ajangale";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21802";"Kab. Bone";"Barebbo";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21803";"Kab. Bone";"Bontocani";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21804";"Kab. Bone";"Cenrana ";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21805";"Kab. Bone";"Cina";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21806";"Kab. Bone";"Dua Boccoe";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21807";"Kab. Bone";"Kahu";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21808";"Kab. Bone";"Kajuara";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21809";"Kab. Bone";"Lamuru";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21810";"Kab. Bone";"Lappariaja";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21811";"Kab. Bone";"Libureng";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21812";"Kab. Bone";"Mare ";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21813";"Kab. Bone";"Ponre";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21814";"Kab. Bone";"Salomekko";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21815";"Kab. Bone";"Sibulue";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21816";"Kab. Bone";"Tellu Siattinge";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21817";"Kab. Bone";"Tonra";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21818";"Kab. Bone";"Ulaweng";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21819";"Kab. Bone";"Amali";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21820";"Kab. Bone";"Awangpone";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21821";"Kab. Bone";"Bengo";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21822";"Kab. Bone";"Palakka";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21823";"Kab. Bone";"Patimpeng";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21825";"Kab. Bone";"Tanete Riattang";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21826";"Kab. Bone";"Tanete Riattang Barat";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21827";"Kab. Bone";"Tanete Riattang Timur";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21828";"Kab. Bone";"Tellu Limpoe";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21833";"Kab. Bone Bolango";"Tilongkabila";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21834";"Kab. Bone Bolango";"Bulango Selatan";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21835";"Kab. Bone Bolango";"Bulango Timur";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21836";"Kab. Bone Bolango";"Bulango Ulu";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21837";"Kab. Bone Bolango";"Bulango Utara";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21838";"Kab. Bone Bolango";"Bulawa";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21839";"Kab. Bone Bolango";"Kabila Bone";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21840";"Kab. Bone Bolango";"Pinogu";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21841";"Kab. Bone Bolango";"Suwawa Selatan";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21842";"Kab. Bone Bolango";"Suwawa Tengah";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21843";"Kab. Bone Bolango";"Suwawa Timur";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21844";"Kab. Bone Bolango";"Bone Raya";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21900";"Kab. Soppeng";"Watansoppeng";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21901";"Kab. Soppeng";"Donri Donri";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21902";"Kab. Soppeng";"Lili Riaja";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21903";"Kab. Soppeng";"Lili Rilau";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21904";"Kab. Soppeng";"Mario Riwawo";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21905";"Kab. Soppeng";"Mario Riawa";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21906";"Kab. Soppeng";"Ganra";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21907";"Kab. Soppeng";"Lalabata";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG21908";"Kab. Soppeng";"Citta";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22000";"Kab. Selayar";"Benteng";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22001";"Kab. Selayar";"Bontosikuyu";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22002";"Kab. Selayar";"Bontomatene";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22003";"Kab. Selayar";"Pasimarannu";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22004";"Kab. Selayar";"Pasimasunggu";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22005";"Kab. Selayar";"Bontoharu";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22006";"Kab. Selayar";"Bontomanai";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22007";"Kab. Selayar";"Pasilambena";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22008";"Kab. Selayar";"Takabonerate";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22100";"Kab. Pangkajene Kepulauan";"Pangkajene";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22101";"Kab. Pangkajene Kepulauan";"Balocci";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22102";"Kab. Pangkajene Kepulauan";"Bungoro";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22103";"Kab. Pangkajene Kepulauan";"Labakkang";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22105";"Kab. Pangkajene Kepulauan";"Liukang Tangaya";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22106";"Kab. Pangkajene Kepulauan";"Liukang Tupabiring";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22107";"Kab. Pangkajene Kepulauan";"Ma'Rang";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22108";"Kab. Pangkajene Kepulauan";"Segeri";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22109";"Kab. Pangkajene Kepulauan";"Kalukuang Masalima";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22110";"Kab. Pangkajene Kepulauan";"Mandalle";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22111";"Kab. Pangkajene Kepulauan";"Minasa Te'ne";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22112";"Kab. Pangkajene Kepulauan";"Tondong Talasa";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22114";"Kab. Pangkajene Kepulauan";"Liukang Tupabbiring Utara";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22115";"Kab. Pangkajene Kepulauan";"Liukang Kalmas";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22300";"Kota Pare-Pare";"Pare-Pare";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22301";"Kota Pare-Pare";"Bacukiki";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22302";"Kota Pare-Pare";"Soreang";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG22303";"Kota Pare-Pare";"Ujung";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23100";"Kab. Luwu Utara";"Belopa";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23101";"Kab. Luwu Utara";"Bajo";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23102";"Kab. Luwu Utara";"Bassesangtempe";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23103";"Kab. Luwu Utara";"Bua";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23104";"Kab. Luwu Utara";"Bua Ponrang";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23105";"Kab. Luwu Utara";"Kamanre";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23106";"Kab. Luwu Utara";"Lamasi";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23107";"Kab. Luwu Utara";"Larompong";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23108";"Kab. Luwu Utara";"Laronpong Selatan";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23109";"Kab. Luwu Utara";"Latimojong";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23110";"Kab. Luwu Utara";"Poncang";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23111";"Kab. Luwu Utara";"Suli";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23112";"Kab. Luwu Utara";"Walenrang";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23200";"Kab. Luwu Timur";"Malili / Soroako";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23201";"Kab. Luwu Timur";"Angkona";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23202";"Kab. Luwu Timur";"Burau";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23203";"Kab. Luwu Timur";"Mangkutana";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23204";"Kab. Luwu Timur";"Nuha";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23205";"Kab. Luwu Timur";"Tomoni";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23206";"Kab. Luwu Timur";"Towuti";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23207";"Kab. Luwu Timur";"Wotu";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23209";"Kab. Luwu Timur";"Wasuponda";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23210";"Kab. Luwu Timur";"Tomoni Timur";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23211";"Kab. Luwu Timur";"Kalaena";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23300";"Kab. Luwu Utara";"Masamba";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23301";"Kab. Luwu Utara";"Baebunta";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23302";"Kab. Luwu Utara";"Bone-Bone";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23303";"Kab. Luwu Utara";"Limbong";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23304";"Kab. Luwu Utara";"Malangke";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23305";"Kab. Luwu Utara";"Malangke Barat";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23306";"Kab. Luwu Utara";"Mappedeceng";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23307";"Kab. Luwu Utara";"Rampi";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23308";"Kab. Luwu Utara";"Sabbang";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23309";"Kab. Luwu Utara";"Seko";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23310";"Kab. Luwu Utara";"Sukamaju";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23311";"Kab. Luwu Utara";"Tana Lili";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23325";"Kab. Luwu";"Walenrang Utara";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23326";"Kab. Luwu";"Walenrang Timur";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23327";"Kab. Luwu";"Walenrang Barat";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23328";"Kab. Luwu";"Suli Barat";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23329";"Kab. Luwu";"Ponrang Selatan";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23330";"Kab. Luwu";"Lamasi Timur";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23331";"Kab. Luwu";"Belopa Utara";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23332";"Kab. Luwu";"Basse Sangtempe Utara";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23333";"Kab. Luwu";"Bajo Barat";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23334";"Kab. Luwu";"Ponrang";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23400";"Kab. Mamasa";"Mamasa";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23401";"Kab. Mamasa";"Aralle";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23402";"Kab. Mamasa";"Mambi";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23403";"Kab. Mamasa";"Messawa";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23404";"Kab. Mamasa";"Pana";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23405";"Kab. Mamasa";"Nosu";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23406";"Kab. Mamasa";"Sesena Padang";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23407";"Kab. Mamasa";"Sumarorong";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23408";"Kab. Mamasa";"Tabang ";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23409";"Kab. Mamasa";"Tabulahan";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23410";"Kab. Mamasa";"Tanduk Kalua";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23411";"Kab. Mamasa";"Tawalian";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23412";"Kab. Mamasa";"Rantebulahan Timur";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23413";"Kab. Mamasa";"Mehalaan";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23414";"Kab. Mamasa";"Buntumalangka";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23415";"Kab. Mamasa";"Bambang";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23416";"Kab. Mamasa";"Balla";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23500";"Kab. Mamuju Utara";"Pasangkayu";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23501";"Kab. Mamuju Utara";"Bambalamotu";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23502";"Kab. Mamuju Utara";"Baras";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23503";"Kab. Mamuju Utara";"Sarudu";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23504";"Kab. Mamuju Utara";"Tikke Raya";"SULAWESI SELATAN";0;"";0;"";0;""
"UPG23505";"Kab. Mamuju Utara";"Sarjo";"SULAWESI SELATAN";0;"";0;"";0;""
