"EXPEDITION_IN_CODE";"EXPEDITION_IN_CITY";"EXPEDITION_IN_DISTRICT";"EXPEDITION_IN_PROVINCE";"EXPEDITION_IN_PRICE_REG";"EXPEDITION_IN_PRICE_REG_ETD";"EXPEDITION_IN_PRICE_CARGO";"EXPEDITION_IN_PRICE_CARGO_ETD";"EXPEDITION_IN_PRICE_BEST";"EXPEDITION_IN_PRICE_BEST_ETD"
"LOP10015";"Kota Mataram";"Sandubaya";"";28000;"1-2";17000;"";37000;""
"LOP20100";"Kota Bima";"Bima";"";37000;"2-3";22500;"";0;""
"LOP20111";"Kota Bima";"Asakota";"";37000;"2-3";22500;"";0;""
"LOP20112";"Kota Bima";"Rasanae Barat";"";37000;"2-3";22500;"";0;""
"LOP20113";"Kota Bima";"Rasanae Timur";"";37000;"2-3";22500;"";0;""
"LOP20114";"Kota Bima";"Raba";"";37000;"2-3";22500;"";0;""
"LOP20115";"Kota Bima";"Mpunda";"";37000;"2-3";22500;"";0;""
"LOP20200";"Kab. Dompu";"Dompu";"";37000;"2-3";22500;"";0;""
"LOP20201";"Kab. Dompu";"Hu'u";"";71000;"10-20";43000;"";0;""
"LOP20202";"Kab. Dompu";"Kempo";"";71000;"10-20";43000;"";0;""
"LOP20203";"Kab. Dompu";"Kilo";"";71000;"10-20";43000;"";0;""
"LOP20204";"Kab. Dompu";"Pajo";"";71000;"10-20";43000;"";0;""
"LOP20205";"Kab. Dompu";"Pekat";"";71000;"10-20";43000;"";0;""
"LOP20206";"Kab. Dompu";"Woja";"";47000;"3-6";28500;"";0;""
"LOP20207";"Kab. Dompu";"Manggelewa";"";47000;"3-6";28500;"";0;""
"LOP20300";"Kab. Lombok Tengah";"Praya";"";37000;"2-3";22500;"";0;""
"LOP20301";"Kab. Lombok Tengah";"Batukliang";"";47000;"3-6";28500;"";0;""
"LOP20302";"Kab. Lombok Tengah";"Janapria";"";47000;"3-6";28500;"";0;""
"LOP20303";"Kab. Lombok Tengah";"Jonggat";"";47000;"3-6";28500;"";0;""
"LOP20304";"Kab. Lombok Tengah";"Kopang";"";47000;"3-6";28500;"";0;""
"LOP20305";"Kab. Lombok Tengah";"Praya Barat";"";47000;"3-6";28500;"";0;""
"LOP20306";"Kab. Lombok Tengah";"Praya Timur";"";47000;"3-6";28500;"";0;""
"LOP20307";"Kab. Lombok Tengah";"Pringgarata";"";47000;"3-6";28500;"";0;""
"LOP20308";"Kab. Lombok Tengah";"Pujut";"";47000;"3-6";28500;"";0;""
"LOP20310";"Kab. Lombok Tengah";"Batukliang Utara";"";47000;"3-6";28500;"";0;""
"LOP20311";"Kab. Lombok Tengah";"Praya Barat Daya";"";47000;"3-6";28500;"";0;""
"LOP20312";"Kab. Lombok Tengah";"Praya Tengah";"";47000;"3-6";28500;"";0;""
"LOP20400";"Kab. Lombok Timur";"Selong";"";37000;"2-3";22500;"";0;""
"LOP20401";"Kab. Lombok Timur";"Aikmel";"";47000;"3-6";28500;"";0;""
"LOP20402";"Kab. Lombok Timur";"Keruak";"";47000;"3-6";28500;"";0;""
"LOP20403";"Kab. Lombok Timur";"Mas Bagik";"";47000;"3-6";28500;"";0;""
"LOP20404";"Kab. Lombok Timur";"Pringgabaya";"";71000;"10-20";43000;"";0;""
"LOP20405";"Kab. Lombok Timur";"Sakra";"";47000;"3-6";28500;"";0;""
"LOP20406";"Kab. Lombok Timur";"Sambelia";"";71000;"10-20";43000;"";0;""
"LOP20407";"Kab. Lombok Timur";"Sikur";"";47000;"3-6";28500;"";0;""
"LOP20408";"Kab. Lombok Timur";"Sukamulia";"";47000;"3-6";28500;"";0;""
"LOP20409";"Kab. Lombok Timur";"Terara";"";47000;"3-6";28500;"";0;""
"LOP20411";"Kab. Lombok Timur";"Jerowaru";"";47000;"3-6";28500;"";0;""
"LOP20413";"Kab. Lombok Timur";"Montong Gading";"";47000;"3-6";28500;"";0;""
"LOP20414";"Kab. Lombok Timur";"Pringgasela";"";47000;"3-6";28500;"";0;""
"LOP20415";"Kab. Lombok Timur";"Sakra Barat";"";47000;"3-6";28500;"";0;""
"LOP20416";"Kab. Lombok Timur";"Sakra Timur";"";47000;"3-6";28500;"";0;""
"LOP20417";"Kab. Lombok Timur";"Sembalun";"";71000;"10-20";43000;"";0;""
"LOP20418";"Kab. Lombok Timur";"Suela";"";47000;"3-6";28500;"";0;""
"LOP20419";"Kab. Lombok Timur";"Suralaga";"";47000;"3-6";28500;"";0;""
"LOP20420";"Kab. Lombok Timur";"Wanasaba";"";47000;"3-6";28500;"";0;""
"LOP20421";"Kab. Lombok Timur";"Labuhan Haji";"";47000;"3-6";28500;"";0;""
"LOP20500";"Kab. Sumbawa";"Sumbawa Besar";"";37000;"2-3";22500;"";0;""
"LOP20501";"Kab. Sumbawa";"Alas";"";47000;"3-6";28500;"";0;""
"LOP20502";"Kab. Sumbawa";"Batu Lanteh";"";71000;"10-20";43000;"";0;""
"LOP20503";"Kab. Sumbawa";"Empang";"";47000;"3-6";28500;"";0;""
"LOP20505";"Kab. Sumbawa";"Lape-Lopok";"";47000;"3-6";28500;"";0;""
"LOP20506";"Kab. Sumbawa";"Lunyuk";"";71000;"10-20";43000;"";0;""
"LOP20507";"Kab. Sumbawa";"Moyohilir";"";47000;"3-6";28500;"";0;""
"LOP20508";"Kab. Sumbawa";"Moyohulu";"";47000;"3-6";28500;"";0;""
"LOP20509";"Kab. Sumbawa";"Plampang";"";47000;"3-6";28500;"";0;""
"LOP20510";"Kab. Sumbawa";"Ropang";"";71000;"10-20";43000;"";0;""
"LOP20513";"Kab. Sumbawa";"Utan-Rhee";"";47000;"3-6";28500;"";0;""
"LOP20514";"Kab. Sumbawa";"Alas Barat";"";47000;"3-6";28500;"";0;""
"LOP20515";"Kab. Sumbawa";"Labangka";"";71000;"10-20";43000;"";0;""
"LOP20516";"Kab. Sumbawa";"Labuhan Badas";"";47000;"3-6";28500;"";0;""
"LOP20517";"Kab. Sumbawa";"Sumbawa";"";37000;"2-3";22500;"";0;""
"LOP20518";"Kab. Sumbawa";"Buer";"";37000;"2-3";22500;"";0;""
"LOP20519";"Kab. Sumbawa";"Tarano";"";37000;"2-3";22500;"";0;""
"LOP20520";"Kab. Sumbawa";"Maronge";"";37000;"2-3";22500;"";0;""
"LOP20521";"Kab. Sumbawa";"Unter Iwes";"";37000;"2-3";22500;"";0;""
"LOP20522";"Kab. Sumbawa";"Rhee";"";37000;"2-3";22500;"";0;""
"LOP20523";"Kab. Sumbawa";"Orong Telu";"";37000;"2-3";22500;"";0;""
"LOP20524";"Kab. Sumbawa";"Moyo Utara";"";37000;"2-3";22500;"";0;""
"LOP20525";"Kab. Sumbawa";"Lopok";"";37000;"2-3";22500;"";0;""
"LOP20526";"Kab. Sumbawa";"Lenangguar";"";37000;"2-3";22500;"";0;""
"LOP20527";"Kab. Sumbawa";"Lantung";"";37000;"2-3";22500;"";0;""
"LOP20800";"Kab. Lombok Barat";"Gerung";"";47000;"3-6";28500;"";0;""
"LOP20801";"Kab. Lombok Barat";"Bayan";"";71000;"10-20";43000;"";0;""
"LOP20802";"Kab. Lombok Barat";"Gangga";"";71000;"10-20";43000;"";0;""
"LOP20803";"Kab. Lombok Barat";"Kediri ";"";47000;"3-6";28500;"";0;""
"LOP20804";"Kab. Lombok Barat";"Labu Api";"";47000;"3-6";28500;"";0;""
"LOP20805";"Kab. Lombok Barat";"Narmada";"";47000;"3-6";28500;"";0;""
"LOP20806";"Kab. Lombok Barat";"Sekotong Tengah";"";71000;"10-20";43000;"";0;""
"LOP20807";"Kab. Lombok Barat";"Tanjung";"";37000;"2-3";22500;"";0;""
"LOP20808";"Kab. Lombok Barat";"Batu Layar";"";47000;"3-6";28500;"";0;""
"LOP20809";"Kab. Lombok Barat";"Gunung Sari";"";47000;"3-6";28500;"";0;""
"LOP20810";"Kab. Lombok Barat";"Kayangan";"";71000;"10-20";43000;"";0;""
"LOP20811";"Kab. Lombok Barat";"Kuripan ";"";47000;"3-6";28500;"";0;""
"LOP20812";"Kab. Lombok Barat";"Lembar";"";47000;"3-6";28500;"";0;""
"LOP20813";"Kab. Lombok Barat";"Lingsar";"";47000;"3-6";28500;"";0;""
"LOP20814";"Kab. Lombok Barat";"Pemenang";"";71000;"10-20";43000;"";0;""
"LOP20900";"Kab. Sumbawa Barat";"Taliwang";"";37000;"2-3";22500;"";0;""
"LOP20901";"Kab. Sumbawa Barat";"Jereweh";"";47000;"3-6";28500;"";0;""
"LOP20902";"Kab. Sumbawa Barat";"Seteluk";"";71000;"10-20";43000;"";0;""
"LOP20903";"Kab. Sumbawa Barat";"Sekongkang";"";47000;"3-6";28500;"";0;""
"LOP20904";"Kab. Sumbawa Barat";"Brang Rea";"";47000;"3-6";28500;"";0;""
"LOP20905";"Kab. Sumbawa Barat";"Maluk";"";47000;"3-6";28500;"";0;""
"LOP20906";"Kab. Sumbawa Barat";"Poto Tano";"";47000;"3-6";28500;"";0;""
"LOP20907";"Kab. Sumbawa Barat";"Brang Ene";"";47000;"3-6";28500;"";0;""
"LOP21100";"Kab. Bima";"Woha";"";47000;"3-6";28500;"";0;""
"LOP21101";"Kab. Bima";"Ambalawi";"";71000;"10-20";43000;"";0;""
"LOP21102";"Kab. Bima";"Belo";"";47000;"3-6";28500;"";0;""
"LOP21103";"Kab. Bima";"Bolo";"";47000;"3-6";28500;"";0;""
"LOP21104";"Kab. Bima";"Donggo";"";47000;"3-6";28500;"";0;""
"LOP21105";"Kab. Bima";"Lambu";"";47000;"3-6";28500;"";0;""
"LOP21106";"Kab. Bima";"Langgudu";"";71000;"10-20";43000;"";0;""
"LOP21107";"Kab. Bima";"Mada Pangga";"";47000;"3-6";28500;"";0;""
"LOP21108";"Kab. Bima";"Monta";"";47000;"3-6";28500;"";0;""
"LOP21109";"Kab. Bima";"Sanggar";"";71000;"10-20";43000;"";0;""
"LOP21110";"Kab. Bima";"Sape";"";47000;"3-6";28500;"";0;""
"LOP21111";"Kab. Bima";"Tambora";"";71000;"10-20";43000;"";0;""
"LOP21112";"Kab. Bima";"Wawo";"";47000;"3-6";28500;"";0;""
"LOP21113";"Kab. Bima";"Wera";"";47000;"3-6";28500;"";0;""
"LOP21114";"Kab. Bima";"Soromandi";"";47000;"3-6";28500;"";0;""
"LOP21115";"Kab. Bima";"Parado";"";47000;"3-6";28500;"";0;""
"LOP21116";"Kab. Bima";"Palibelo";"";47000;"3-6";28500;"";0;""
"LOP21117";"Kab. Bima";"Lambitu";"";47000;"3-6";28500;"";0;""
"MDC10000";"Kota Manado";"Manado";"";47000;"2-3";28500;"";0;""
"MDC10021";"Kota Manado";"Bunaken";"";77000;"5-7";46500;"";0;""
"MDC10022";"Kota Manado";"Malalayang";"";47000;"2-3";28500;"";0;""
"MDC10023";"Kota Manado";"Mapanget";"";47000;"2-3";28500;"";0;""
"MDC10024";"Kota Manado";"Sario";"";47000;"2-3";28500;"";0;""
"MDC10025";"Kota Manado";"Singkil";"";47000;"2-3";28500;"";0;""
"MDC10026";"Kota Manado";"Tikala";"";47000;"2-3";28500;"";0;""
"MDC10027";"Kota Manado";"Tuminting";"";47000;"2-3";28500;"";0;""
"MDC10028";"Kota Manado";"Wanea";"";47000;"2-3";28500;"";0;""
"MDC10029";"Kota Manado";"Wenang";"";47000;"2-3";28500;"";0;""
"MDC10030";"Kota Manado";"Paal Dua";"";47000;"2-3";28500;"";0;""
"MDC10031";"Kota Manado";"Bunaken Kepulauan";"";47000;"2-3";28500;"";0;""
"MDC20100";"Kab. Bolaang Mongondow";"Kotamobagu";"";61000;"3-5";37000;"";0;""
"MDC20101";"Kab. Bolaang Mongondow";"Bintauna";"";77000;"5-7";46500;"";0;""
"MDC20102";"Kab. Bolaang Mongondow";"Bolaang";"";77000;"5-7";46500;"";0;""
"MDC20103";"Kab. Bolaang Mongondow";"BOLAANG ITANG";"";77000;"5-7";46500;"";0;""
"MDC20104";"Kab. Bolaang Mongondow";"BOLAANG UKI";"";77000;"5-7";46500;"";0;""
"MDC20106";"Kab. Bolaang Mongondow";"Kaidipang";"";77000;"5-7";46500;"";0;""
"MDC20107";"Kab. Bolaang Mongondow";"Kotabunan";"";77000;"5-7";46500;"";0;""
"MDC20108";"Kab. Bolaang Mongondow";"Lolayan";"";77000;"5-7";46500;"";0;""
"MDC20109";"Kab. Bolaang Mongondow";"Lolak";"";77000;"5-7";46500;"";0;""
"MDC20110";"Kab. Bolaang Mongondow";"Modayag";"";77000;"5-7";46500;"";0;""
"MDC20111";"Kab. Bolaang Mongondow";"Passi";"";77000;"5-7";46500;"";0;""
"MDC20112";"Kab. Bolaang Mongondow";"Pinolosian";"";77000;"5-7";46500;"";0;""
"MDC20113";"Kab. Bolaang Mongondow";"Poigar";"";77000;"5-7";46500;"";0;""
"MDC20114";"Kab. Bolaang Mongondow";"Sangtombolang";"";77000;"5-7";46500;"";0;""
"MDC20115";"Kab. Bolaang Mongondow";"Dumoga Barat";"";77000;"5-7";46500;"";0;""
"MDC20116";"Kab. Bolaang Mongondow";"Dumoga Timur";"";77000;"5-7";46500;"";0;""
"MDC20117";"Kab. Bolaang Mongondow";"Dumoga Utara";"";77000;"5-7";46500;"";0;""
"MDC20118";"Kab. Bolaang Mongondow";"Nuangan";"";77000;"5-7";46500;"";0;""
"MDC20119";"Kab. Bolaang Mongondow";"Pinogaluman";"";77000;"5-7";46500;"";0;""
"MDC20120";"Kab. Bolaang Mongondow";"Posigadan";"";77000;"5-7";46500;"";0;""
"MDC20121";"Kab. Bolaang Mongondow";"Passi Timur";"";77000;"5-7";46500;"";0;""
"MDC20122";"Kab. Bolaang Mongondow";"Passi Barat";"";77000;"5-7";46500;"";0;""
"MDC20123";"Kab. Bolaang Mongondow";"Dumoga Tenggara";"";77000;"5-7";46500;"";0;""
"MDC20124";"Kab. Bolaang Mongondow";"Dumoga Tengah";"";77000;"5-7";46500;"";0;""
"MDC20125";"Kab. Bolaang Mongondow";"Dumoga";"";77000;"5-7";46500;"";0;""
"MDC20126";"Kab. Bolaang Mongondow";"Bolaang Timur";"";77000;"5-7";46500;"";0;""
"MDC20127";"Kab. Bolaang Mongondow";"Bilalang";"";77000;"5-7";46500;"";0;""
"MDC20130";"Kab. Bolaang Mongondow Selatan";"Pinolosian Timur";"";77000;"5-7";46500;"";0;""
"MDC20131";"Kab. Bolaang Mongondow Selatan";"Pinolosian Tengah";"";77000;"5-7";46500;"";0;""
"MDC20132";"Kab. Bolaang Mongondow Selatan";"Bolaang Uki";"";77000;"5-7";46500;"";0;""
"MDC20136";"Kab. Bolaang Mongodow Timur";"Tutuyan";"";77000;"5-7";46500;"";0;""
"MDC20137";"Kab. Bolaang Mongodow Timur";"Modayag Barat";"";77000;"5-7";46500;"";0;""
"MDC20200";"Kab. Kepulauan Sangihe";"Tahuna";"";61000;"3-5";37000;"";0;""
"MDC20204";"Kab. Kepulauan Sangihe";"Kendahe";"";77000;"5-7";46500;"";0;""
"MDC20206";"Kab. Kepulauan Sangihe";"Manganitu";"";77000;"5-7";46500;"";0;""
"MDC20209";"Kab. Kepulauan Sangihe";"Siau Timur";"";77000;"5-7";46500;"";0;""
"MDC20210";"Kab. Kepulauan Sangihe";"Siau Barat";"";77000;"5-7";46500;"";0;""
"MDC20211";"Kab. Kepulauan Sangihe";"Tabukan Utara";"";77000;"5-7";46500;"";0;""
"MDC20212";"Kab. Kepulauan Sangihe";"Tabukan Selatan";"";77000;"5-7";46500;"";0;""
"MDC20213";"Kab. Kepulauan Sangihe";"Tabukan Tengah";"";77000;"5-7";46500;"";0;""
"MDC20214";"Kab. Kepulauan Sangihe";"Tagulandang";"";77000;"5-7";46500;"";0;""
"MDC20215";"Kab. Kepulauan Sangihe";"Tamako";"";77000;"5-7";46500;"";0;""
"MDC20216";"Kab. Kepulauan Sangihe";"Biaro";"";77000;"5-7";46500;"";0;""
"MDC20217";"Kab. Kepulauan Sangihe";"Manganitu Selatan";"";77000;"5-7";46500;"";0;""
"MDC20218";"Kab. Kepulauan Sangihe";"Nusa Tabukan";"";77000;"5-7";46500;"";0;""
"MDC20219";"Kab. Kepulauan Sangihe";"Siau Barat Selatan";"";77000;"5-7";46500;"";0;""
"MDC20220";"Kab. Kepulauan Sangihe";"Siau Timur Selatan";"";77000;"5-7";46500;"";0;""
"MDC20221";"Kab. Kepulauan Sangihe";"Tagulandang Utara";"";77000;"5-7";46500;"";0;""
"MDC20222";"Kab. Kepulauan Sangihe";"Tatoareng";"";77000;"5-7";46500;"";0;""
"MDC20223";"Kab. Kepulauan Sangihe";"Tahuna Timur";"";77000;"5-7";46500;"";0;""
"MDC20224";"Kab. Kepulauan Sangihe";"Tahuna Barat";"";77000;"5-7";46500;"";0;""
"MDC20225";"Kab. Kepulauan Sangihe";"Tabukan Selatan Tenggara";"";77000;"5-7";46500;"";0;""
"MDC20226";"Kab. Kepulauan Sangihe";"Tabukan Selatan Tengah";"";77000;"5-7";46500;"";0;""
"MDC20227";"Kab. Kepulauan Sangihe";"Kepulauan Marore";"";77000;"5-7";46500;"";0;""
"MDC20230";"Kab. Kep. Siau Tagulandang Biaro";"Tagulandang Selatan";"";77000;"5-7";46500;"";0;""
"MDC20231";"Kab. Kep. Siau Tagulandang Biaro";"Siau Tengah";"";77000;"5-7";46500;"";0;""
"MDC20232";"Kab. Kep. Siau Tagulandang Biaro";"Siau Barat Utara";"";77000;"5-7";46500;"";0;""
"MDC20236";"Kab. Kepulauan Selayar";"Pasimasunggu Timur";"";77000;"5-7";46500;"";0;""
"MDC20238";"Kab. Kepulauan Selayar";"Buki";"";77000;"5-7";46500;"";0;""
"MDC20239";"Kab. Kepulauan Selayar";"Pasimassunggu";"";77000;"5-7";46500;"";0;""
"MDC20240";"Kab. Kepulauan Selayar";"Takabonerate";"";77000;"5-7";46500;"";0;""
"MDC20300";"Kab. Minahasa";"Tondano";"";61000;"3-5";37000;"";0;""
"MDC20302";"Kab. Minahasa";"Eris";"";77000;"5-7";46500;"";0;""
"MDC20303";"Kab. Minahasa";"Kakas";"";77000;"5-7";46500;"";0;""
"MDC20304";"Kab. Minahasa";"Kawangkoan";"";77000;"5-7";46500;"";0;""
"MDC20305";"Kab. Minahasa";"Kombi";"";77000;"5-7";46500;"";0;""
"MDC20308";"Kab. Minahasa";"Remboken";"";77000;"5-7";46500;"";0;""
"MDC20309";"Kab. Minahasa";"Sonder";"";77000;"5-7";46500;"";0;""
"MDC20311";"Kab. Minahasa";"Tompaso";"";77000;"5-7";46500;"";0;""
"MDC20313";"Kab. Minahasa";"Langowan Barat";"";77000;"5-7";46500;"";0;""
"MDC20314";"Kab. Minahasa";"Langowan Selatan";"";77000;"5-7";46500;"";0;""
"MDC20315";"Kab. Minahasa";"Langowan Timur";"";77000;"5-7";46500;"";0;""
"MDC20316";"Kab. Minahasa";"Lembean Timur";"";77000;"5-7";46500;"";0;""
"MDC20317";"Kab. Minahasa";"Pineleng";"";77000;"5-7";46500;"";0;""
"MDC20318";"Kab. Minahasa";"Tombariri";"";77000;"5-7";46500;"";0;""
"MDC20319";"Kab. Minahasa";"Tombulu";"";77000;"5-7";46500;"";0;""
"MDC20320";"Kab. Minahasa";"Tondano Barat";"";77000;"5-7";46500;"";0;""
"MDC20321";"Kab. Minahasa";"Tondano Selatan";"";77000;"5-7";46500;"";0;""
"MDC20322";"Kab. Minahasa";"Tondano Timur";"";77000;"5-7";46500;"";0;""
"MDC20323";"Kab. Minahasa";"Tondano Utara";"";77000;"5-7";46500;"";0;""
"MDC20324";"Kab. Minahasa";"Langowan Utara";"";77000;"5-7";46500;"";0;""
"MDC20325";"Kab. Minahasa";"Tompaso Barat";"";77000;"5-7";46500;"";0;""
"MDC20326";"Kab. Minahasa";"Tombariri Timur";"";77000;"5-7";46500;"";0;""
"MDC20327";"Kab. Minahasa";"Mandolang";"";77000;"5-7";46500;"";0;""
"MDC20328";"Kab. Minahasa";"Kawangkoan Utara";"";77000;"5-7";46500;"";0;""
"MDC20330";"Kab. Minahasa";"Kakas Barat";"";77000;"5-7";46500;"";0;""
"MDC20400";"Kota Bitung";"Bitung";"";61000;"3-5";37000;"";0;""
"MDC20401";"Kota Bitung";"Bitung Barat";"";77000;"5-7";46500;"";0;""
"MDC20402";"Kota Bitung";"Bitung Selatan";"";77000;"5-7";46500;"";0;""
"MDC20403";"Kota Bitung";"Bitung Tengah";"";77000;"5-7";46500;"";0;""
"MDC20404";"Kota Bitung";"Bitung Timur";"";77000;"5-7";46500;"";0;""
"MDC20405";"Kota Bitung";"Bitung Utara";"";77000;"5-7";46500;"";0;""
"MDC20406";"Kota Bitung";"Girian";"";77000;"5-7";46500;"";0;""
"MDC20407";"Kota Bitung";"Maesa";"";77000;"5-7";46500;"";0;""
"MDC20408";"Kota Bitung";"Lembeh Utara";"";77000;"5-7";46500;"";0;""
"MDC20600";"Kab. Bolaang Mongondow Utara";"Boroko";"";61000;"3-5";37000;"";0;""
"MDC20601";"Kab. Bolaang Mongondow Utara";"Bintauna";"";77000;"5-7";46500;"";0;""
"MDC20602";"Kab. Bolaang Mongondow Utara";"Bolaang Itang Barat";"";77000;"5-7";46500;"";0;""
"MDC20603";"Kab. Bolaang Mongondow Utara";"Bolaang Itang Timur";"";77000;"5-7";46500;"";0;""
"MDC20604";"Kab. Bolaang Mongondow Utara";"Kaidipang";"";77000;"5-7";46500;"";0;""
"MDC20605";"Kab. Bolaang Mongondow Utara";"Pinogaluman";"";77000;"5-7";46500;"";0;""
"MDC20606";"Kab. Bolaang Mongondow Utara";"Sangkub";"";77000;"5-7";46500;"";0;""
"MDC20700";"Kab. Kepulauan Talaud";"Melonguane";"";77000;"5-7";46500;"";0;""
"MDC20701";"Kab. Kepulauan Talaud";"Beo";"";77000;"5-7";46500;"";0;""
"MDC20702";"Kab. Kepulauan Talaud";"Essang";"";77000;"5-7";46500;"";0;""
"MDC20703";"Kab. Kepulauan Talaud";"Gemeh";"";77000;"5-7";46500;"";0;""
"MDC20704";"Kab. Kepulauan Talaud";"Kabaruan";"";77000;"5-7";46500;"";0;""
"MDC20705";"Kab. Kepulauan Talaud";"Lirung";"";77000;"5-7";46500;"";0;""
"MDC20707";"Kab. Kepulauan Talaud";"Nanusa";"";77000;"5-7";46500;"";0;""
"MDC20708";"Kab. Kepulauan Talaud";"Rainis";"";77000;"5-7";46500;"";0;""
"MDC20709";"Kab. Kepulauan Talaud";"Tampan Amma";"";77000;"5-7";46500;"";0;""
"MDC20710";"Kab. Kepulauan Talaud";"Salibabu";"";77000;"5-7";46500;"";0;""
"MDC20711";"Kab. Kepulauan Talaud";"Pulutan";"";77000;"5-7";46500;"";0;""
"MDC20712";"Kab. Kepulauan Talaud";"Moronge";"";77000;"5-7";46500;"";0;""
"MDC20713";"Kab. Kepulauan Talaud";"Miangas";"";77000;"5-7";46500;"";0;""
"MDC20714";"Kab. Kepulauan Talaud";"Melonguane Timur";"";77000;"5-7";46500;"";0;""
"MDC20715";"Kab. Kepulauan Talaud";"Kalongan";"";77000;"5-7";46500;"";0;""
"MDC20716";"Kab. Kepulauan Talaud";"Essang Selatan";"";77000;"5-7";46500;"";0;""
"MDC20717";"Kab. Kepulauan Talaud";"Damao";"";77000;"5-7";46500;"";0;""
"MDC20718";"Kab. Kepulauan Talaud";"Beo Utara";"";77000;"5-7";46500;"";0;""
"MDC20719";"Kab. Kepulauan Talaud";"Beo Selatan";"";77000;"5-7";46500;"";0;""
"MDC20800";"Kab. Minahasa Utara";"Airmadidi";"";61000;"3-5";37000;"";0;""
"MDC20801";"Kab. Minahasa Utara";"Dimembe";"";77000;"5-7";46500;"";0;""
"MDC20802";"Kab. Minahasa Utara";"Kalawat";"";77000;"5-7";46500;"";0;""
"MDC20803";"Kab. Minahasa Utara";"Kauditan";"";77000;"5-7";46500;"";0;""
"MDC20804";"Kab. Minahasa Utara";"Kema";"";77000;"5-7";46500;"";0;""
"MDC20805";"Kab. Minahasa Utara";"Likupang Barat";"";77000;"5-7";46500;"";0;""
"MDC20806";"Kab. Minahasa Utara";"Likupang Timur";"";77000;"5-7";46500;"";0;""
"MDC20807";"Kab. Minahasa Utara";"Wori";"";77000;"5-7";46500;"";0;""
"MDC20808";"Kab. Minahasa Utara";"Talawaan";"";77000;"5-7";46500;"";0;""
"MDC20809";"Kab. Minahasa Utara";"Likupang Selatan";"";77000;"5-7";46500;"";0;""
"MDC20900";"Kab. Minahasa Selatan";"Amurang";"";61000;"3-5";37000;"";0;""
"MDC20901";"Kab. Minahasa Selatan";"Modoinding";"";77000;"5-7";46500;"";0;""
"MDC20902";"Kab. Minahasa Selatan";"Motoling";"";77000;"5-7";46500;"";0;""
"MDC20903";"Kab. Minahasa Selatan";"Ranoyapo";"";77000;"5-7";46500;"";0;""
"MDC20904";"Kab. Minahasa Selatan";"Sinon Sayang";"";77000;"5-7";46500;"";0;""
"MDC20905";"Kab. Minahasa Selatan";"Tareran";"";77000;"5-7";46500;"";0;""
"MDC20906";"Kab. Minahasa Selatan";"Tenga";"";77000;"5-7";46500;"";0;""
"MDC20907";"Kab. Minahasa Selatan";"Tombasian";"";77000;"5-7";46500;"";0;""
"MDC20908";"Kab. Minahasa Selatan";"Tompaso Baru";"";77000;"5-7";46500;"";0;""
"MDC20909";"Kab. Minahasa Selatan";"Tumpaan";"";77000;"5-7";46500;"";0;""
"MDC20910";"Kab. Minahasa Selatan";"Tatapaan";"";77000;"5-7";46500;"";0;""
"MDC20911";"Kab. Minahasa Selatan";"Suluun Tareran";"";77000;"5-7";46500;"";0;""
"MDC20912";"Kab. Minahasa Selatan";"Motoling Timur";"";77000;"5-7";46500;"";0;""
"MDC20913";"Kab. Minahasa Selatan";"Motoling Barat";"";77000;"5-7";46500;"";0;""
"MDC20914";"Kab. Minahasa Selatan";"Maesaan";"";77000;"5-7";46500;"";0;""
"MDC20915";"Kab. Minahasa Selatan";"Kumelembuai";"";77000;"5-7";46500;"";0;""
"MDC20916";"Kab. Minahasa Selatan";"Amurang Timur";"";77000;"5-7";46500;"";0;""
"MDC20917";"Kab. Minahasa Selatan";"Amurang Barat";"";77000;"5-7";46500;"";0;""
"MDC21000";"Kab. Minahasa Tenggara";"Ratahan";"";61000;"3-5";37000;"";0;""
"MDC21001";"Kab. Minahasa Tenggara";"Belang";"";77000;"5-7";46500;"";0;""
"MDC21002";"Kab. Minahasa Tenggara";"Tombatu";"";77000;"5-7";46500;"";0;""
"MDC21003";"Kab. Minahasa Tenggara";"Touluaan";"";77000;"5-7";46500;"";0;""
"MDC21004";"Kab. Minahasa Tenggara";"Ratatotok";"";77000;"5-7";46500;"";0;""
"MDC21005";"Kab. Minahasa Tenggara";"Pusomaen";"";77000;"5-7";46500;"";0;""
"MDC21006";"Kab. Minahasa Tenggara";"Touluaan Selatan";"";77000;"5-7";46500;"";0;""
"MDC21007";"Kab. Minahasa Tenggara";"Tombatu Utara";"";77000;"5-7";46500;"";0;""
"MDC21008";"Kab. Minahasa Tenggara";"Tombatu Timur";"";77000;"5-7";46500;"";0;""
"MDC21009";"Kab. Minahasa Tenggara";"Silian Raya";"";77000;"5-7";46500;"";0;""
"MDC21010";"Kab. Minahasa Tenggara";"Ratahan Timur";"";77000;"5-7";46500;"";0;""
"MDC21011";"Kab. Minahasa Tenggara";"Pasan";"";77000;"5-7";46500;"";0;""
"MDC21100";"Kota Tomohon";"Tomohon";"";61000;"3-5";37000;"";0;""
"MDC21101";"Kota Tomohon";"Tomohon Barat";"";77000;"5-7";46500;"";0;""
"MDC21102";"Kota Tomohon";"Tomohon Selatan";"";77000;"5-7";46500;"";0;""
"MDC21103";"Kota Tomohon";"Tomohon Tengah";"";77000;"5-7";46500;"";0;""
"MDC21104";"Kota Tomohon";"Tomohon Timur";"";77000;"5-7";46500;"";0;""
